0.0010,-27.65509555454658,-23.114706732158336,54.07190324844183,0.6848697846264756,0.15319455708750113,-0.15319455708750113
0.1308,-0.0,-0.0,-2.889338341519796,-0.009011444534558932,0.01802288906911778,0.009011444534558877
0.1328,-0.41276262021711574,-0.0,0.8255252404342244,-0.0,-0.0,0.01802288906911778
0.1339,0.41276262021711574,0.4127626202171122,1.23828786065134,0.009011444534558932,-0.009011444534558877,-0.027034333603676658
0.1348,-0.41276262021711574,-0.4127626202171122,0.0,-0.0,-0.0,0.009011444534558877
0.1358,0.41276262021711574,0.4127626202171122,0.0,-0.0,-0.0,-0.009011444534558877
0.1381,-0.41276262021711574,-0.4127626202171122,-0.41276262021710863,-0.0,-0.0,0.009011444534558877
0.1391,0.41276262021711574,-0.0,0.41276262021710863,-0.0,-0.0,-0.009011444534558877
0.1401,-0.0,-0.0,0.0,-0.0,-0.0,0.01802288906911778
0.1421,-0.41276262021711574,-0.0,0.0,-0.0,-0.0,-0.009011444534558904
0.1431,-0.0,-0.0,0.0,-0.0,-0.0,0.0
0.1545,-0.0,-0.0,0.0,-0.0,-0.0,0.0
0.1555,-0.0,-0.0,0.41276262021711574,-0.0,-0.009011444534558904,0.0
0.1575,-0.0,-0.0,-0.41276262021711574,-0.0,0.009011444534558904,0.0
0.1707,-0.0,-0.0,0.0,-0.0,-0.0,0.0
0.1863,-0.0,-0.0,-0.41276262021710863,-0.009011444534558932,-0.0,0.0
0.1883,-0.0,0.4127626202171122,0.41276262021710863,0.009011444534558932,-0.0,0.009011444534558904
0.2176,-0.0,-0.4127626202171122,0.0,-0.0,-0.0,-0.009011444534558904
0.2196,-0.0,0.4127626202171122,0.0,-0.0,-0.0,-0.009011444534558877
0.2487,-0.0,-0.4127626202171122,0.0,-0.0,-0.0,0.009011444534558877
0.2502,0.41276262021711574,0.4127626202171122,0.0,-0.0,-0.0,-0.009011444534558877
0.2514,-0.41276262021711574,-0.4127626202171122,0.0,-0.0,-0.0,0.009011444534558877
0.2794,0.41276262021711574,0.4127626202171122,0.0,-0.0,-0.0,-0.009011444534558877
0.2813,-0.41276262021711574,-0.4127626202171122,0.0,-0.0,-0.0,0.009011444534558877
0.2953,0.41276262021711574,-0.0,-0.41276262021710863,-0.0,-0.009011444534558904,-0.009011444534558877
0.2963,-0.41276262021711574,0.4127626202171122,0.41276262021710863,-0.0,0.009011444534558904,0.01802288906911778
0.3118,0.41276262021711574,-0.0,-0.41276262021710863,-0.0,-0.009011444534558904,-0.01802288906911778
0.3431,-0.0,-0.4127626202171122,0.41276262021710863,-0.0,0.009011444534558904,0.0
0.3441,-0.0,0.4127626202171122,-0.41276262021710863,-0.0,-0.009011444534558904,0.0
0.3454,-0.0,-0.0,0.41276262021710863,-0.0,0.009011444534558904,0.0
0.3746,-0.0,-0.0,-0.41276262021710863,-0.0,-0.009011444534558904,-0.009011444534558904
0.3766,-0.0,-0.0,0.41276262021710863,-0.0,0.009011444534558904,0.009011444534558904
0.3776,-0.0,-0.0,-0.41276262021710863,-0.009011444534558932,-0.009011444534558904,0.0
0.3899,-0.0,-0.0,0.0,0.018022889069117864,-0.0,0.0
0.4058,-0.0,-0.4127626202171122,0.0,-0.009011444534558932,-0.0,0.0
