Format Version,1.25,Take Name,Take 2025-04-29 12.39.36 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-04-29 12.39.37.060 PM,Capture Start Frame,35987,Total Frames in Take,5690,Total Exported Frames,5690,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,key,key,key,key,key,key
,ID,DDBA107A247B11F0B926ABA502A085B6,DDBA107A247B11F0B926ABA502A085B6,DDBA107A247B11F0B926ABA502A085B6,DDBA107A247B11F0B926ABA502A085B6,DDBA107A247B11F0B926ABA502A085B6,DDBA107A247B11F0B926ABA502A085B6
,Parent,,,,,,
,,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
188,1.566667,-98.246117,0.119850,-22.415016,-2.100322,-72.392532,444.901093
189,1.575000,-98.308037,0.155468,-22.572998,-1.966496,-72.420891,444.843140
190,1.583333,-98.313881,0.164367,-22.699665,-1.900030,-72.421303,444.812958
191,1.591667,-98.314613,0.155526,-22.767437,-1.899857,-72.416626,444.841858
192,1.600000,-98.288994,0.121776,-22.779726,-1.949202,-72.396484,444.882080
193,1.608333,-98.257240,0.081006,-22.732105,-2.046537,-72.373543,444.966003
194,1.616667,-98.228683,0.044315,-22.669327,-2.125080,-72.350136,445.029999
195,1.625000,-98.189468,0.021140,-22.595757,-2.193264,-72.329140,445.075775
196,1.633333,-98.160263,0.008745,-22.521170,-2.238288,-72.319626,445.106903
197,1.641667,-98.165756,0.015564,-22.457663,-2.242462,-72.316116,445.107361
198,1.650000,-98.164391,0.034715,-22.413017,-2.213610,-72.317818,445.122437
199,1.658333,-98.147186,0.067157,-22.388918,-2.145660,-72.316826,445.124207
200,1.666667,-98.145721,0.115095,-22.364435,-2.045092,-72.314957,445.131073
201,1.675000,-98.155060,0.146181,-22.322104,-1.954104,-72.311806,445.137878
202,1.683333,-98.146072,0.184474,-22.287060,-1.881797,-72.314690,445.143524
203,1.691667,-98.148087,0.201650,-22.241287,-1.835311,-72.319458,445.144104
204,1.700000,-98.155975,0.223913,-22.204458,-1.802746,-72.329178,445.121368
205,1.708333,-98.176735,0.235196,-22.165836,-1.782393,-72.338676,445.094269
206,1.716667,-98.190491,0.242525,-22.133553,-1.771862,-72.348633,445.044464
207,1.725000,-98.211906,0.247264,-22.112736,-1.766982,-72.362297,444.989288
208,1.733333,-98.228996,0.251946,-22.097189,-1.775893,-72.375374,444.949493
209,1.741667,-98.223938,0.250921,-22.074215,-1.788493,-72.377235,444.933960
210,1.750000,-98.179184,0.264306,-22.044184,-1.789756,-72.360878,444.991913
211,1.758333,-98.152443,0.261831,-21.995831,-1.821623,-72.341850,445.103516
212,1.766667,-98.131767,0.232674,-21.935253,-1.909039,-72.319519,445.192322
213,1.775000,-98.088089,0.171741,-21.853691,-2.058267,-72.288300,445.271606
214,1.783333,-98.023224,0.114900,-21.774328,-2.217474,-72.248055,445.366730
215,1.791667,-97.958099,0.070633,-21.683723,-2.387110,-72.211266,445.514984
216,1.800000,-97.925056,0.026721,-21.587994,-2.545213,-72.183258,445.650330
217,1.808333,-97.884071,-0.020110,-21.491249,-2.701553,-72.164658,445.670410
218,1.816667,-97.913635,-0.042750,-21.426146,-2.785137,-72.174232,445.647766
219,1.825000,-97.954796,-0.029102,-21.407576,-2.766407,-72.196976,445.584106
220,1.833333,-98.021355,0.025867,-21.443455,-2.678619,-72.230232,445.478455
221,1.841667,-98.096420,0.051099,-21.558649,-2.514351,-72.267067,445.284393
222,1.850000,-98.178123,0.094946,-21.690695,-2.356132,-72.312759,445.170441
223,1.858333,-98.216881,0.146845,-21.844984,-2.174106,-72.344841,445.060059
224,1.866667,-98.266251,0.159250,-21.957933,-2.069231,-72.375549,444.966339
225,1.875000,-98.305336,0.093274,-22.003422,-2.119290,-72.391594,444.891327
226,1.883333,-98.330040,0.023154,-22.017056,-2.248146,-72.403397,444.872559
227,1.891667,-98.315956,0.005301,-22.017874,-2.290781,-72.398514,444.884705
228,1.900000,-98.288849,0.002420,-21.964998,-2.316118,-72.388344,444.883667
229,1.908333,-98.305061,0.005239,-21.876837,-2.364875,-72.396591,444.868469
230,1.916667,-98.337181,0.008284,-21.737844,-2.411183,-72.408630,444.868134
