Format Version,1.25,Take Name,Take 2025-04-28 04.18.35 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-04-28 04.18.36.065 PM,Capture Start Frame,228436,Total Frames in Take,2247,Total Exported Frames,2247,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,key,key,key,key,key,key
,ID,DDBA107A247B11F0B926ABA502A085B6,DDBA107A247B11F0B926ABA502A085B6,DDBA107A247B11F0B926ABA502A085B6,DDBA107A247B11F0B926ABA502A085B6,DDBA107A247B11F0B926ABA502A085B6,DDBA107A247B11F0B926ABA502A085B6
,Parent,,,,,,
,,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
272,2.266667,130.116272,-7.704186,166.895447,29.269243,-35.014404,434.218323
273,2.275000,130.066467,-7.723329,166.891724,29.477568,-35.779099,434.154541
274,2.283333,130.028900,-7.732316,166.841629,29.674109,-36.507168,434.029510
275,2.291667,129.995560,-7.733835,166.769913,29.854477,-37.188435,433.909424
276,2.300000,129.989151,-7.733304,166.689667,30.014109,-37.846397,433.773285
277,2.308333,130.001205,-7.713903,166.616638,30.149273,-38.489559,433.677307
278,2.316667,130.004257,-7.723444,166.551971,30.245058,-39.107903,433.552551
279,2.325000,129.982468,-7.732437,166.503723,30.291555,-39.716263,433.460480
280,2.333333,129.961212,-7.762918,166.448059,30.280199,-40.316723,433.378235
281,2.341667,129.919601,-7.836707,166.410324,30.219248,-40.898537,433.299225
282,2.350000,129.900604,-7.943870,166.409027,30.092464,-41.428879,433.218658
283,2.358333,129.884857,-8.050487,166.435226,29.913887,-41.891773,433.153625
284,2.366667,129.908401,-8.204239,166.443970,29.687614,-42.301670,433.053162
285,2.375000,129.939270,-8.309386,166.486145,29.440214,-42.632858,432.960846
286,2.383333,129.984161,-8.445862,166.508545,29.172388,-42.863689,432.845459
287,2.391667,130.063278,-8.549030,166.514679,28.919291,-43.022030,432.694916
288,2.400000,130.158142,-8.623220,166.521210,28.683994,-43.127174,432.552124
