Rotation X,Rotation Y,Rotation Z,Position X,Position Y,Position Z
0.122474702,0.010012074,0.013382001,-0.281231175,-0.010159475,-0.038406702
0.104959209,0.021224071,-0.020136968,-0.250242971,0.019733677,-0.034297033
0.110745001,0.060694646,0.001585548,-0.22336199,0.043637727,-0.024404154
0.078272643,0.068120456,0.019632593,-0.182724575,0.07735213,-0.016940554
0.064520779,0.045941348,0.026394336,-0.161947376,0.092046426,-0.019822793
0.038850648,0.066193927,0.078082619,-0.160339065,0.100152644,-0.00371325
0.025911192,0.039303882,0.081593207,-0.106756085,0.110512486,-0.016835585
0.000881292,0.062882757,0.113934609,-0.070179654,0.098834094,0.001976582
-0.037790846,0.019310356,0.079483231,-0.028584157,0.08939604,-0.01217893
-0.057103081,-0.001091735,0.055225089,-0.000804934,0.065210929,-0.004771472
-0.054314256,-0.01611338,0.029541614,0.027054384,0.049797282,-0.014954883
-0.043014118,-0.036247651,0.00903146,0.034476748,0.039693782,-0.02994413
-0.021489083,-0.019736491,0.015663862,0.02573212,0.02161988,-0.035806691
-0.030131852,-0.015324578,0.026544586,0.015711076,0.030462491,-0.050988109
-0.035648849,-0.008493077,0.042255499,-0.005754164,0.047176513,-0.061673132
-0.023911334,-0.026930165,0.027451638,-0.014437555,0.090284556,-0.095458704
-0.016803688,0.029782843,0.065532299,-0.052916365,0.10980842,-0.07370339
-0.00184356,0.064118375,0.056698458,-0.06760377,0.137715185,-0.062999229
0.030277824,0.068515377,0.024440461,-0.079616828,0.155922833,-0.070642891
0.064936627,0.154721237,0.042412592,-0.095990918,0.153376337,-0.061243644
0.049889551,0.084056726,-0.029511626,-0.07619406,0.146160479,-0.103144802
0.065178675,0.102226941,-0.021704976,-0.075069697,0.137565909,-0.129289571
0.035398436,0.097050982,-0.022411206,-0.061445458,0.131046063,-0.153551394
0.026341767,0.117516229,-0.010682129,-0.044474488,0.141226006,-0.187172957
-0.018936265,0.07600877,-0.049307163,-0.025478326,0.147991241,-0.23985183
-0.02717586,0.106887389,-0.032839118,-0.025842398,0.128562734,-0.244977239
-0.060488209,0.059926988,-0.062652833,-0.028693443,0.1136128,-0.27231878
-0.047476946,0.103051778,-0.016560873,-0.031709379,0.093172385,-0.274359309
-0.031820278,0.053711694,-0.031459312,-0.044741983,0.07702248,-0.291666705
-0.045651431,0.025606993,-0.013892735,-0.048441567,0.048734896,-0.309810686
-0.035528526,0.013647218,0.012379006,-0.052519172,0.021393566,-0.294092377
-0.058442319,-0.056382005,0.032763587,-0.075787254,-0.008407328,-0.303250368
-0.023884787,-0.086877712,0.041580554,-0.101177698,-0.04484434,-0.290940316
-0.000592676,-0.102008384,0.029804741,-0.094851455,-0.060261422,-0.284324724
0.019127858,-0.07548294,0.028696567,-0.093808874,-0.063703863,-0.269266941
0.032906675,-0.07934005,-0.014909156,-0.067833069,-0.040606338,-0.267017222
0.021684034,-0.052550806,-0.032943448,-0.039865633,-0.024138634,-0.250646959
0.020387688,-0.044595895,-0.059572018,0.023628311,0.020226859,-0.275790377
-0.00440474,0.010310249,-0.042414383,0.055302494,0.042867216,-0.255086756
-0.025586773,0.027042633,-0.055501151,0.0914788,0.080370708,-0.251548757
-0.016609337,0.06655214,-0.04793939,0.1292896,0.126275447,-0.242915467
-0.039916309,0.072197115,-0.046857531,0.187365074,0.175383901,-0.260155272
-0.088107891,0.038710101,-0.050070174,0.209660189,0.196500992,-0.260330016
-0.068924561,0.042987931,-0.023657458,0.216163817,0.194615543,-0.24112935
-0.09492519,0.033150901,-0.024082342,0.239108565,0.217033941,-0.244367203
-0.089456408,0.047723217,-0.036896367,0.235308008,0.235088205,-0.238042401
-0.078726155,0.045470162,-0.054917769,0.226773254,0.257630438,-0.245262339
-0.027627179,0.058526808,-0.054530913,0.196465051,0.259556829,-0.213064016
-0.044590298,0.066407574,-0.013025984,0.167816001,0.27558124,-0.205517314
-0.048081364,0.041621633,0.007950286,0.125442815,0.278728251,-0.187919292
-0.016575407,-0.000872594,-0.001623691,0.084164544,0.296608665,-0.188744008
-0.002140545,0.021138597,0.064306032,0.019156638,0.28009698,-0.141583592
0.015940499,0.007926424,0.071153566,-0.009315624,0.300417683,-0.139624631
0.027866282,0.015128857,0.095570989,-0.046380479,0.312178628,-0.122695314
0.055620471,0.00604766,0.060666288,-0.082751458,0.311141142,-0.071503944
0.046403274,0.019404694,0.060428201,-0.06926394,0.34605746,-0.086453209
0.057288023,0.064647662,0.045114581,-0.068365384,0.346094165,-0.056145714
0.099883303,0.077226108,0.032334576,-0.070692135,0.334927598,-0.033926905
0.073634856,0.089294534,0.004925467,-0.070702701,0.320063957,-0.004220962
0.064508091,0.110580984,-0.023669609,-0.004075404,0.295070144,-0.035933467
0.08754649,0.112869999,-0.082106986,0.021897931,0.251920834,-0.027240847
0.050801445,0.088940253,-0.148617362,0.057208287,0.238005755,-0.05645941
0.007342193,0.144174174,-0.105047372,0.058005999,0.173727235,-0.047379986
0.025344853,0.095693472,-0.140595869,0.083066732,0.136690963,-0.069107295
-0.002016997,0.082639807,-0.095419203,0.083986364,0.109476147,-0.099314123
0.002955707,0.072369149,-0.07922691,0.094037665,0.065760332,-0.092982937
-0.00331895,0.03194539,-0.057122652,0.110351739,0.042295934,-0.111347255
-0.033331921,0.013611616,-0.009271998,0.124572418,0.009992111,-0.089981325
-0.048316469,-0.008646603,0.032740331,0.160169839,-0.002995298,-0.085325878
-0.048297415,-0.032879838,0.054006855,0.183561195,-0.034139114,-0.066096098
-0.078353975,-0.059168621,0.061574828,0.228080366,-0.069155065,-0.054069035
-0.125159471,-0.070268102,0.060066891,0.305955171,-0.084348367,-0.065442974
-0.145234602,-0.085232109,0.035927778,0.37025182,-0.102089936,-0.060577644
-0.182283436,-0.091167701,0.017413466,0.416761201,-0.112027519,-0.066123634
-0.167783994,-0.111520366,-0.050938288,0.473530721,-0.129539661,-0.056478208
-0.174014895,-0.076103184,-0.062325196,0.493957185,-0.110714321,-0.042186498
-0.170500983,-0.071620272,-0.080710508,0.50254062,-0.092059699,-0.035029307
-0.162687879,-0.057827734,-0.081316776,0.498885499,-0.090025855,0.01632113
-0.169638908,-0.060498845,-0.055092464,0.494935896,-0.057522182,0.039436168
-0.17864572,-0.073535809,-0.041469927,0.506464723,-0.011325619,0.039454494
-0.182511813,-0.056564947,0.003541858,0.487546235,0.034782508,0.062450979
-0.145559469,-0.053836214,-0.009861046,0.486806866,0.083016001,0.077365048
-0.12337571,-0.022944913,0.008819318,0.449988567,0.108866688,0.118155571
-0.131212912,-0.017679802,0.027555963,0.456888287,0.152052294,0.129046271
-0.12652594,-0.016420413,0.021962071,0.452490917,0.174259821,0.10318104
-0.149909829,0.017034759,0.077513492,0.447157023,0.192529231,0.102403274
-0.138241154,-0.00378716,0.037568963,0.431356773,0.190801109,0.112576248
-0.12989827,0.015827019,-0.002979795,0.432497813,0.197297688,0.102703991
-0.085926769,0.05784591,-0.013418509,0.41335659,0.188965492,0.100920383
-0.080957783,0.048515749,-0.074887134,0.430405617,0.206974735,0.086248403
-0.056101606,0.046431874,-0.088067563,0.393074041,0.196685803,0.089917602
-0.085317489,0.088787184,-0.04763066,0.391561741,0.192445692,0.094600818
-0.05227705,0.068553177,-0.096608349,0.369399481,0.181799035,0.095570283
-0.039807784,0.076914613,-0.06528363,0.32896427,0.163365141,0.108262352
-0.032002002,0.073797212,-0.073845858,0.313688159,0.136591375,0.106497978
-0.009921649,0.044303768,-0.073311637,0.284506338,0.123073955,0.089531077
-0.0148563,0.020495838,-0.045757381,0.236848856,0.090522326,0.102031039
0.011113515,0.024737841,0.007499217,0.207397727,0.060096531,0.111803382
0.004712007,-0.020071863,0.014017123,0.190981705,0.049156428,0.095125706
-0.02218385,-0.02269034,0.059870486,0.180943771,0.03580649,0.092582825
-0.019474729,-0.022996972,0.048395821,0.160064544,0.004045439,0.096396306
-0.016020484,-0.032862814,0.002307761,0.152692968,-0.027522935,0.099026163
-0.013553529,-0.025686219,-0.034461818,0.173499364,-0.045673697,0.07526433
-0.027712435,-0.010653731,-0.017702187,0.146143697,-0.086198201,0.073638632
-0.044448348,-0.016580771,-0.02883781,0.136154239,-0.099214416,0.069273129
-0.057624707,-0.027527133,-0.050504815,0.131134719,-0.097381598,0.045362292
-0.06629593,0.000146353,-0.044181877,0.119167431,-0.103046869,0.044336777
-0.056444666,0.005989426,-0.033242307,0.078534497,-0.117264742,0.060843246
-0.018692422,-0.003257815,-0.049329391,0.071595767,-0.096223739,0.041082906
-0.023645912,0.012623731,-0.008397452,0.037766937,-0.097500863,0.048560864
-0.025706232,0.015227573,0.001362661,0.021596262,-0.091738205,0.045500006
-0.034109693,0.031070743,0.024130676,0.011142612,-0.088074146,0.043138937
-0.045744527,0.024980269,0.016220998,0.022044852,-0.074849383,0.021563414
-0.070848226,0.021140236,0.020248215,0.025960037,-0.067250814,0.009713998
-0.08576155,0.012444496,-0.011901993,0.0316827,-0.072811026,-0.001049976
-0.06750939,0.01498235,-0.023193221,0.03575255,-0.079304696,-0.018788377
-0.068049198,0.006964669,-0.048919909,0.038121599,-0.081518948,-0.040061877
-0.097717821,0.00049109,-0.031795178,0.029521959,-0.087524109,-0.038607138
-0.081164563,-0.023173312,-0.045749657,0.004502822,-0.081457868,-0.051683376
-0.089843353,-0.010788975,-0.017906379,-0.024636838,-0.078014281,-0.039420097
-0.078559234,-0.002597969,-0.015644319,-0.048612812,-0.06729747,-0.028432628
-0.04726609,0.003511416,-0.015843937,-0.063188927,-0.030332088,-0.031206914
-0.053633655,0.028105033,-0.007472728,-0.073161224,0.000408918,-0.031694906
-0.038937515,0.037103947,-0.018304843,-0.067869657,0.036383181,-0.02284341
-0.050299941,0.027481245,-0.04316824,-0.052167667,0.082304885,-0.040498442
-0.045454436,0.058472704,-0.007924164,-0.049861981,0.108602215,-0.027399468
-0.056061687,0.054511811,-0.002531212,-0.051225714,0.14904458,-0.025196945
-0.042083215,0.054283235,0.018645901,-0.043835229,0.191724109,-0.025532591
-0.045905387,0.030601187,-0.008919125,-0.02229505,0.234925365,-0.048934542
-0.057877117,0.043720095,0.028570089,-0.040208716,0.255977841,-0.033242167
-0.049311518,0.045032202,0.044294926,-0.040848619,0.292652849,-0.045719585
-0.053763175,0.012609174,0.037094747,-0.047006973,0.32362154,-0.065920074
-0.050755427,0.01177396,0.066105021,-0.077518218,0.323088302,-0.037084849
-0.01925079,0.011234911,0.080405084,-0.076353441,0.352535492,-0.058352753
-0.003617862,0.013927249,0.064496263,-0.09889512,0.359671826,-0.048549399
0.010993013,0.011322563,0.078671161,-0.117362619,0.354293523,-0.040727108
0.008359194,0.014693126,0.085661055,-0.13625632,0.35971181,-0.041308539
0.007177343,0.023758678,0.057003879,-0.115967618,0.379544711,-0.058748378
0.037977561,0.055104589,0.019430172,-0.126227144,0.376383092,-0.046109547
0.045190345,0.090753247,-0.00751962,-0.096079013,0.386222355,-0.072921228
0.003107562,0.115758828,-0.031555952,-0.091952708,0.375827014,-0.065124866
0.026965235,0.122396965,-0.047498038,-0.08371004,0.364145514,-0.070705232
0.03493964,0.138881242,-0.034542295,-0.083538523,0.338634543,-0.088003286
0.048952397,0.103009379,-0.077730209,-0.075142114,0.298617072,-0.093969442
-0.003970303,0.094942831,-0.030254338,-0.059326542,0.272766109,-0.108209168
0.016618814,0.049338225,-0.049512249,-0.064190206,0.235034776,-0.108207741
-0.007040577,0.027556437,-0.007105473,-0.040754831,0.214871415,-0.115867019
-0.03925353,-0.021987841,-0.001710155,-0.032707182,0.211257294,-0.134342718
-0.050847999,-0.009300787,0.049813324,-0.052268292,0.178735393,-0.099910702
-0.032198231,-0.020633491,0.056665114,-0.071698245,0.177925263,-0.103028018
0.001788602,-0.010056104,0.0369493,-0.082462428,0.182496839,-0.109967353
0.030439378,0.017554597,0.033756266,-0.10325003,0.158438933,-0.071747487
0.05892066,0.029085555,0.034577135,-0.108221788,0.149495041,-0.070529415
0.034279526,-0.000693499,0.014169437,-0.095784837,0.139806169,-0.070823176
0.017688682,-0.009860846,0.041419106,-0.096935354,0.130719856,-0.070752562
0.002492902,0.00355045,0.06951133,-0.08644763,0.107886965,-0.061720898
-0.002435392,0.000437941,0.029935183,-0.06577943,0.093930275,-0.066212931
-0.030559847,0.020498118,0.009323114,-0.036824571,0.0875309,-0.082101019
-0.029860509,0.03620135,-0.021169627,-0.014884555,0.074196889,-0.095047768
-0.032520888,0.03757847,-0.030471867,-0.019864306,0.059426294,-0.091461934
-0.026408113,0.022401415,-0.038515788,-0.028718194,0.05058102,-0.090722056
-0.018979293,0.041118612,-0.006981088,-0.032075654,0.050496048,-0.095956614
-0.003121865,0.046044962,-0.017564691,-0.048000909,0.053484204,-0.079966493
0.016412007,0.06886096,-0.027609003,-0.039559794,0.070594441,-0.081470285
0.020280985,0.09771609,-0.031650123,-0.031498457,0.071399629,-0.061144169
0.025382061,0.107948791,-0.062903708,-0.020617696,0.073813802,-0.049955778
0.042667781,0.112020705,-0.053798681,-0.004876097,0.064663701,-0.041449252
0.031411301,0.095129423,-0.039650958,0.001060124,0.045056014,-0.025830302
0.00835426,0.068062002,-0.030288243,0.031675042,0.038290745,-0.030157272
0.006650892,0.035882813,-0.029894754,0.058875291,0.02527493,-0.015704974
-0.015101363,0.008379854,-0.033904728,0.094410326,0.01541019,-0.007312199
-0.019833421,-0.010896816,-0.015791161,0.114583155,0.009311675,-0.004374793
-0.03723272,-0.01586105,0.000526539,0.131196565,-0.006496048,0.014535399
-0.045532863,-0.021894524,-0.000422937,0.137472516,-0.010060497,0.031682523
-0.068027179,-0.033228297,-0.03433362,0.170568406,-0.004239598,0.027145443
-0.058827928,-0.017327811,-0.043552539,0.184028196,0.008882438,0.021720264
-0.063620996,0.0148256,-0.062648082,0.211661754,0.015632203,0.035662615
-0.073210494,0.032817292,-0.08555802,0.216634168,0.023362794,0.036630704
-0.081471063,0.073261114,-0.09260262,0.208827935,0.022942084,0.054933568
-0.074587143,0.111334791,-0.125325505,0.221280381,0.047103709,0.054586093
-0.068673196,0.113203944,-0.18215123,0.189562378,0.043696135,0.082047535
-0.048468248,0.124573455,-0.157382814,0.162837177,0.046917121,0.09336781
-0.033290481,0.130024225,-0.147524229,0.159805371,0.031009702,0.111257554
-0.026284876,0.125659964,-0.102955981,0.121457418,0.006551538,0.135887443
-0.032636263,0.1100125,-0.069306892,0.104576646,-0.01005137,0.141267339
-0.030762808,0.071132272,-0.08148743,0.111709728,-0.046266079,0.143754757
-0.059547193,0.030737377,-0.076373539,0.117532295,-0.079259746,0.145186238
-0.081333901,0.01689003,-0.05563132,0.125636387,-0.110505764,0.145743023
-0.114065111,-0.028692929,-0.054905454,0.148920547,-0.133220929,0.128797748
-0.114059803,-0.058352384,-0.048450731,0.146102833,-0.1583408,0.126348837
-0.112907325,-0.064989022,-0.037167788,0.131901414,-0.175900066,0.125147007
-0.140325073,-0.069679644,-0.033196837,0.125827131,-0.168883296,0.121104567
-0.13023319,-0.051102389,-0.000674755,0.083274204,-0.174795705,0.142766622
-0.099075934,-0.050839508,-0.031752791,0.075106185,-0.153296656,0.156871365
-0.092285784,-4.88E-05,-0.040008472,0.092160472,-0.10803326,0.166993393
-0.104562713,0.021116658,-0.070680778,0.096610985,-0.06280661,0.171695323
-0.090693655,0.072303695,-0.09025299,0.120316515,-0.014184201,0.176753043
-0.092319805,0.11475301,-0.119247321,0.141459492,0.015285666,0.201008846
-0.108318992,0.167233205,-0.090181862,0.131866576,0.030056409,0.219650692
-0.146815387,0.173059645,-0.105260273,0.194019377,0.061095415,0.195205162
-0.184590455,0.160538586,-0.127403305,0.21316224,0.086191198,0.158018688
-0.194363067,0.1831421,-0.085653175,0.194403917,0.068680617,0.158194161
-0.228471507,0.160268971,-0.066146161,0.202888471,0.058331781,0.136714224
-0.246030513,0.107722451,-0.073202742,0.201299498,0.041743255,0.104865434
-0.251235626,0.068277276,-0.037537066,0.180589076,-0.008770784,0.111874955
-0.260393753,-0.000265586,-0.02760038,0.163899306,-0.032775529,0.08034132
-0.266570237,-0.05278685,-0.015773536,0.134018749,-0.075228742,0.072541779
-0.266478715,-0.045114749,-0.008589097,0.117767417,-0.084415638,0.066329864
-0.291579376,-0.048540304,-0.025401714,0.129377244,-0.084929143,0.043603624
-0.296427514,-0.018345921,-0.030731393,0.119289281,-0.085334035,0.026399704
-0.312293924,0.016105489,-0.051196393,0.105336981,-0.084368468,0.006030769
-0.305066652,0.047142809,-0.071340717,0.071724368,-0.092954812,0.001877225
-0.289470064,0.092865772,-0.079733097,0.050623291,-0.088672751,-0.005274404
-0.245158373,0.107134855,-0.103928435,-0.021625083,-0.091830225,-0.022187546
-0.215567975,0.098603499,-0.091111216,-0.073864179,-0.105352943,-0.001490538
-0.196905311,0.082476023,-0.068470806,-0.160762697,-0.133069553,0.032495522
-0.144770745,0.066884098,-0.085343231,-0.208301832,-0.126571431,0.034208878
-0.150433862,0.055558417,-0.040049483,-0.261295006,-0.139692799,0.062900721
-0.130705598,0.040539181,-0.027504238,-0.286379222,-0.124931664,0.061014407
-0.124811477,0.034650339,0.005179405,-0.331361692,-0.133000271,0.07464843
-0.115644972,0.036560933,0.006793208,-0.339484239,-0.131608652,0.075516383
-0.132157437,0.003452518,-0.007952048,-0.346982022,-0.127913399,0.059806055
-0.115560174,0.005746656,-0.004364599,-0.353979599,-0.162012727,0.076693073
-0.108692593,-0.015899425,-0.00051446,-0.343135901,-0.170650591,0.072178046
-0.126266691,-0.050789608,-0.028104515,-0.34736732,-0.16847607,0.055117187
-0.130315903,-0.043772322,-0.022213761,-0.322622879,-0.162229716,0.053786847
-0.152205405,-0.045739932,0.004331148,-0.320435748,-0.153730631,0.063709167
-0.169587229,-0.055884215,-0.008709863,-0.297690623,-0.12394488,0.064581993
-0.200064413,-0.033044636,-0.005651917,-0.252091349,-0.075666819,0.059025008
-0.220832595,0.010311901,0.011373585,-0.230409252,-0.03686093,0.060248666
-0.234682334,0.034913868,0.014505563,-0.202951031,-0.003146065,0.064323259
-0.255210637,0.071115619,0.005407277,-0.152651782,0.04120297,0.054715492
-0.232460504,0.096167353,0.005377165,-0.16495074,0.035088729,0.074060338
-0.21933274,0.11559803,0.019099257,-0.177588313,0.017120312,0.098882538
-0.200480612,0.119771573,-0.008796906,-0.147031979,0.023339329,0.076183943
-0.185483234,0.088127483,-0.026429723,-0.157619623,-0.017284511,0.091232865
-0.149415524,0.0566062,-0.048624204,-0.158051842,-0.043072417,0.075909822
-0.126186248,0.02821463,-0.013266571,-0.202244524,-0.116707514,0.105422943
-0.104292833,-0.02584665,-0.016544559,-0.208411553,-0.154782556,0.100535442
-0.074669126,-0.066943886,0.004629497,-0.248607747,-0.215845465,0.117446531
-0.04090632,-0.10823529,0.002581299,-0.277643301,-0.255379722,0.131304306
-0.025045237,-0.148382782,0.005171446,-0.30508815,-0.284943607,0.138884627
0.004987944,-0.14568995,-0.022964524,-0.273411313,-0.278261837,0.123562301
0.014796788,-0.114071795,-0.011046753,-0.276603859,-0.291742496,0.147624736
0.005885757,-0.092858074,-0.030542758,-0.234482042,-0.260475559,0.139847838
0.007738028,-0.064601524,-0.025144466,-0.21492178,-0.249217827,0.161558144
-0.024629747,-0.059826202,-0.028290186,-0.170294903,-0.193187864,0.140685065
-0.035099085,-0.040988694,-0.031611998,-0.115308974,-0.138200528,0.123971105
-0.065614462,-0.01943023,0.01088555,-0.091425441,-0.106862679,0.129754839
-0.127270468,-0.004475083,0.01418472,-0.028421326,-0.027947024,0.105992521
-0.116227899,0.031441302,0.014930583,-0.000907003,0.006298155,0.093324088
-0.097172996,0.067917924,0.003540541,0.014014009,0.019849767,0.10792248
-0.120544545,0.090495077,0.017266474,0.028601069,0.045960262,0.112761303
-0.084939432,0.089644325,0.007512038,0.031786925,0.055473232,0.11540397
-0.072629363,0.073554348,-0.032035861,0.069245999,0.06747588,0.105111109
-0.069700682,0.046007848,0.017099623,0.03782169,0.027464158,0.12428999
-0.034674075,0.031186242,0.004398278,0.033742151,-0.006122561,0.137099502
-0.033052447,0.000983315,0.005425065,0.051862757,-0.032555321,0.134607599
-0.027275887,-0.032968514,-0.01413855,0.060240438,-0.049590264,0.126815855
-0.046318164,-0.064821867,-0.002306242,0.073374601,-0.063425417,0.12390623
-0.046094262,-0.087371133,0.005917063,0.074704566,-0.087334363,0.127714635
-0.058112754,-0.088891394,0.033623286,0.073934858,-0.099854628,0.126697086
-0.072757967,-0.093670119,0.032094077,0.085896976,-0.087001114,0.107174386
-0.061207474,-0.088493099,0.004549889,0.108607087,-0.065909184,0.082791166
-0.070350751,-0.065888655,0.009902925,0.103146584,-0.063352854,0.087091504
-0.058004666,-0.013526229,0.006723162,0.091972974,-0.06498814,0.093085203
-0.057360961,0.030297015,0.00705777,0.112148443,-0.034032815,0.081883218
-0.086378393,0.032299431,-0.008605043,0.109072681,-0.004744812,0.070023928
-0.070684194,0.050875074,-0.014417559,0.108447039,0.017313065,0.054754542
-0.089791478,0.05562657,0.00921173,0.092233373,0.020368301,0.053786882
-0.086057548,0.056740199,0.014760817,0.073124506,0.000681147,0.058371929
-0.084837858,0.047758974,-0.007334495,0.094339718,0.025271613,0.026146066
-0.065382929,0.045572986,-0.031322117,0.070021338,-0.011664643,0.033331292
-0.062660402,0.035747815,-0.014350644,0.061025139,-0.02628463,0.027009211
-0.043601068,0.017893307,-0.003848356,0.040810488,-0.050642537,0.023268888
-0.055515843,-0.017138209,-0.017832877,0.036547458,-0.054909218,0.011528526
-0.051276288,-0.0574866,-0.007705403,0.010665712,-0.075880884,0.010407511
-0.078601,-0.082182426,0.026080811,-0.01086494,-0.066996417,-0.004279166
-0.066910701,-0.083054016,0.028955656,-0.023573193,-0.072124617,-0.001999995
-0.049167631,-0.074931423,0.017775591,-0.033100976,-0.071964085,0.002070774
-0.028380264,-0.050397713,0.013884459,-0.047221794,-0.057267105,0.007556425
-0.014893668,-0.013258056,0.003573516,-0.057112415,-0.049128077,0.023401936
0.007032222,0.022639149,-0.019950072,-0.053604999,-0.027053307,0.027999443
-0.001377943,0.057497204,-0.031692902,-0.048692221,-0.005115734,0.039124053
0.006749158,0.068158545,-0.014707305,-0.054149375,0.003216052,0.048932409
-0.003519907,0.071658501,-0.022323946,-0.044370351,0.014164897,0.058511823
-0.021113047,0.083287308,0.002735437,-0.033196188,0.026517876,0.055966051
-0.038915399,0.085936782,0.001223909,-0.003215991,0.024497674,0.057953349
-0.044065497,0.066684167,-0.026166923,0.034293749,0.044898843,0.032712487
-0.07987481,0.0412589,0.015292474,0.022493898,0.002181867,0.050224861
-0.101691823,0.014734132,0.019699605,0.050814924,0.000963405,0.030724238
-0.130837198,-0.014491117,0.021518538,0.048810083,-0.015549276,0.030284758
-0.1291524,-0.030177959,0.011650523,0.076264083,-0.018024491,0.016037858
-0.127450617,-0.042866945,-0.005845073,0.073178384,-0.037114561,0.029507138
-0.112739205,-0.040834479,-0.011962045,0.063538062,-0.053861968,0.045614797
-0.118867415,-0.024379165,-0.024239032,0.067763906,-0.052754619,0.048461161
-0.110368246,0.001234109,-0.052846325,0.056950244,-0.062485702,0.055263327
-0.086223113,0.037625355,-0.055283894,0.037302224,-0.07446638,0.067405374
-0.072445451,0.045059929,-0.072617239,0.013159197,-0.093717572,0.072394012
-0.066771239,0.047221855,-0.025146734,-0.016043337,-0.10450906,0.079107398
-0.05568167,0.022981046,-0.050507678,-0.022922409,-0.106958687,0.061827573
-0.06295312,-0.010645134,-0.021978498,-0.050402088,-0.132750688,0.05898869
-0.064035881,-0.034843565,5.37E-05,-0.080662483,-0.161734367,0.063593512
-0.054833958,-0.047954523,-0.010460008,-0.108111923,-0.191082686,0.069253116
-0.043381408,-0.042433947,-0.025455178,-0.111021482,-0.187189545,0.055269329
-0.029269982,-0.024691818,-0.010219698,-0.164220179,-0.221933374,0.07548627
-0.012072315,-0.013251537,-0.057442266,-0.178577687,-0.201126371,0.061758135
-0.001463876,0.018664019,-0.022501636,-0.19460186,-0.200895533,0.081789212
-0.016631418,0.020668686,-0.00455788,-0.215960516,-0.194826997,0.096693833
-0.016951923,0.022395458,0.008985541,-0.239625586,-0.183916526,0.100928207
-0.033485238,0.019643752,0.001382481,-0.223358427,-0.148898309,0.079707817
-0.016853327,0.027915191,-0.008166731,-0.219384974,-0.142738515,0.077616286
-0.012484451,0.010927632,-0.020865293,-0.227081443,-0.137197608,0.064457162
-0.019077814,0.024699159,-0.019331846,-0.211217373,-0.144645316,0.063391702
-0.01039326,0.01369774,-0.030371888,-0.214960597,-0.136916456,0.043811455
-0.022860084,0.010506011,-0.009564132,-0.206895068,-0.136393051,0.038610118
-0.031359524,0.001482625,0.001573757,-0.20324761,-0.137663175,0.037160501
-0.045528914,-0.011965744,-0.003410935,-0.193024956,-0.121857524,0.02155668
-0.038324042,-0.032481179,-0.031166113,-0.187710849,-0.089942584,-0.004468796
-0.04772344,-0.019246941,0.009760094,-0.184919857,-0.096142172,0.009396601
-0.03145564,-0.016382956,0.008425527,-0.178326735,-0.073296284,-0.010856301
-0.03600017,-0.017428387,0.010097393,-0.183299628,-0.048579044,-0.015762504
-0.03625933,-0.007928116,0.032941054,-0.178958781,-0.041967699,-0.008223578
-0.03447486,-0.013743856,0.016574975,-0.191057458,-0.032697368,-0.000447397
-0.013878569,0.000827503,0.012769765,-0.17512771,-0.016885112,-0.002036068
-0.001780681,0.00891222,-0.01036168,-0.160510529,0.005018348,-0.005574139
-0.016320115,0.026401597,0.002469089,-0.143146771,0.041546504,-0.013633173
