Frame,q0,qx,qy,qz,X,Y,Z,err
870,0.894,-0.029,0.044,0.446,3.814,35.441,-104.825,0.033
886,0.895,-0.028,0.044,0.443,1.849,36.364,-104.195,0.032
910,0.895,-0.030,0.044,0.443,-1.249,36.452,-102.561,0.032
934,0.893,-0.033,0.045,0.446,-3.640,36.233,-100.385,0.034
958,0.894,-0.031,0.045,0.444,-6.129,34.811,-97.412,0.032
974,0.892,-0.031,0.045,0.448,-7.849,34.091,-95.897,0.033
998,0.893,-0.032,0.047,0.447,-10.340,34.234,-94.813,0.033
1022,0.892,-0.031,0.048,0.448,-12.551,35.770,-94.285,0.037
1038,0.894,-0.032,0.047,0.444,-13.561,37.498,-94.730,0.035
1062,0.894,-0.031,0.046,0.446,-15.236,39.608,-95.238,0.038
1086,0.894,-0.032,0.046,0.444,-16.248,41.829,-95.778,0.035
1110,0.896,-0.032,0.046,0.441,-16.630,43.972,-96.073,0.036
1126,0.895,-0.032,0.047,0.442,-16.635,44.912,-96.235,0.036
1150,0.896,-0.031,0.046,0.440,-16.262,45.603,-96.557,0.035
1174,0.896,-0.031,0.047,0.441,-15.459,45.788,-97.149,0.036
1190,0.896,-0.031,0.046,0.441,-14.847,45.227,-97.797,0.035
1214,0.895,-0.029,0.046,0.443,-13.979,44.290,-98.332,0.034
1238,0.896,-0.032,0.045,0.441,-13.406,44.019,-99.704,0.038
1262,0.896,-0.030,0.045,0.441,-12.656,43.533,-100.145,0.038
1278,0.896,-0.030,0.045,0.441,-12.157,43.147,-100.432,0.036
1302,0.895,-0.031,0.045,0.442,-11.523,42.935,-101.143,0.037
1326,0.897,-0.029,0.045,0.439,-11.108,43.308,-101.591,0.032
1342,0.896,-0.031,0.044,0.440,-11.091,43.309,-102.137,0.035
1366,0.896,-0.028,0.046,0.442,-10.716,43.484,-101.417,0.034
1390,0.895,-0.029,0.046,0.442,-10.506,43.609,-101.061,0.036
1406,0.896,-0.027,0.046,0.441,-10.273,43.704,-100.754,0.034
1430,0.897,-0.027,0.046,0.439,-10.232,44.043,-100.997,0.033
1454,0.896,-0.028,0.045,0.441,-10.307,44.285,-101.293,0.036
1470,0.896,-0.026,0.045,0.440,-10.165,44.538,-101.164,0.035
1494,0.896,-0.027,0.045,0.440,-9.943,44.240,-100.899,0.036
1518,0.896,-0.026,0.045,0.440,-9.652,44.082,-100.110,0.036
1542,0.896,-0.025,0.046,0.441,-9.601,44.607,-99.643,0.035
1558,0.898,-0.024,0.045,0.437,-9.403,45.361,-99.631,0.035
1582,0.898,-0.023,0.045,0.437,-9.125,45.967,-99.528,0.036
1606,0.898,-0.022,0.044,0.437,-8.305,46.361,-99.180,0.035
1622,0.898,-0.023,0.044,0.436,-7.365,46.128,-98.354,0.036
1646,0.897,-0.022,0.046,0.438,-5.386,45.345,-95.721,0.036
1670,0.896,-0.020,0.048,0.441,-2.900,44.830,-92.946,0.039
1686,0.897,-0.019,0.049,0.439,-1.147,45.336,-91.727,0.039
1710,0.899,-0.011,0.048,0.435,1.900,46.584,-90.702,0.039
1734,0.901,-0.011,0.044,0.432,4.471,46.333,-91.415,0.039
1758,0.900,-0.003,0.040,0.433,6.915,43.961,-92.051,0.040
1774,0.901,-0.003,0.038,0.432,8.530,42.992,-93.440,0.039
1798,0.902,-0.003,0.037,0.429,10.728,42.277,-95.430,0.039
1822,0.901,0.000,0.036,0.432,12.559,40.526,-95.461,0.040
1838,0.901,0.001,0.037,0.432,13.570,39.225,-95.073,0.038
1862,0.900,0.001,0.039,0.435,14.790,37.344,-93.907,0.039
1886,0.900,0.001,0.039,0.435,15.922,36.530,-93.205,0.037
1902,0.899,0.001,0.040,0.437,16.566,36.325,-92.795,0.039
1926,0.898,0.002,0.041,0.437,17.393,35.928,-92.246,0.036
1950,0.899,0.003,0.041,0.436,17.787,35.316,-92.193,0.036
1974,0.898,0.001,0.042,0.438,17.690,35.436,-92.944,0.036
1990,0.897,0.002,0.043,0.441,17.505,36.837,-93.049,0.039
2014,0.902,0.000,0.043,0.430,18.355,45.393,-91.809,0.040
2038,0.913,0.019,0.043,0.404,21.913,60.401,-84.774,0.046
2054,0.920,0.051,0.037,0.387,23.784,62.825,-79.545,0.043
2078,0.910,0.056,0.034,0.410,22.069,51.149,-78.371,0.046
2102,0.894,0.032,0.031,0.446,18.826,28.609,-85.869,0.034
2118,0.885,0.022,0.030,0.464,18.580,22.126,-88.396,0.042
2142,0.905,0.048,0.027,0.422,25.431,36.893,-84.023,0.037
2166,0.912,0.032,0.034,0.407,23.511,45.756,-89.871,0.053
2190,0.899,0.033,0.020,0.436,18.808,39.018,-95.645,0.037
2206,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
2222,0.902,0.024,0.032,0.429,20.100,43.652,-97.178,0.038
2238,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
2254,0.901,0.015,0.035,0.433,19.343,44.897,-97.748,0.040
2270,0.900,0.013,0.036,0.435,18.967,44.007,-97.848,0.042
2294,0.901,0.011,0.037,0.433,19.034,43.618,-97.087,0.039
2318,0.900,0.013,0.038,0.433,19.936,44.582,-95.976,0.040
2342,0.901,0.012,0.040,0.432,20.015,45.156,-96.196,0.042
2358,0.900,0.011,0.040,0.433,19.834,45.319,-95.823,0.042
2382,0.901,0.011,0.041,0.432,19.925,47.787,-95.570,0.045
2406,0.904,0.009,0.041,0.425,20.173,51.925,-95.807,0.042
2422,0.906,0.008,0.042,0.421,20.643,54.971,-95.820,0.043
2446,0.908,0.007,0.042,0.416,21.100,58.920,-96.185,0.042
2470,0.910,0.006,0.044,0.411,21.734,61.279,-96.177,0.042
2486,0.911,0.007,0.045,0.409,22.320,61.560,-95.560,0.043
2510,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
2518,0.908,0.011,0.047,0.416,24.756,59.947,-92.866,0.048
2542,0.909,0.012,0.048,0.413,27.383,58.483,-91.257,0.045
2566,0.909,0.012,0.048,0.413,30.917,57.591,-89.719,0.048
2590,0.911,0.012,0.047,0.409,35.294,57.302,-88.053,0.046
2606,0.914,0.012,0.047,0.404,38.644,57.256,-86.941,0.049
2630,0.915,0.012,0.046,0.401,43.269,56.341,-85.029,0.048
2654,0.916,0.010,0.044,0.398,47.371,55.001,-83.715,0.049
2670,0.916,0.009,0.044,0.398,49.934,54.328,-83.133,0.049
2694,0.918,0.009,0.043,0.394,53.285,53.694,-82.272,0.052
2718,0.918,0.010,0.042,0.394,55.124,53.240,-82.003,0.053
2734,0.918,0.010,0.042,0.394,56.084,53.286,-82.088,0.056
2774,0.918,0.011,0.043,0.395,56.256,53.288,-82.289,0.052
2798,0.918,0.010,0.043,0.393,56.091,53.172,-82.185,0.054
2814,0.918,0.010,0.043,0.394,56.057,53.302,-82.319,0.053
2838,0.919,0.010,0.043,0.391,55.781,53.576,-82.721,0.064
2862,0.919,0.010,0.043,0.392,55.469,53.617,-82.981,0.070
2886,0.919,0.010,0.043,0.392,55.207,53.741,-83.202,0.053
2902,0.918,0.011,0.043,0.395,55.127,53.716,-83.071,0.052
2926,0.919,0.009,0.043,0.393,54.949,53.998,-82.620,0.055
2950,0.918,0.009,0.044,0.394,55.067,53.887,-82.107,0.054
2966,0.918,0.009,0.044,0.395,55.064,53.942,-81.932,0.051
2990,0.917,0.009,0.045,0.396,55.035,54.419,-81.749,0.053
3014,0.918,0.009,0.044,0.395,54.784,54.643,-81.611,0.052
3030,0.917,0.009,0.044,0.395,54.836,54.499,-81.855,0.053
3054,0.917,0.009,0.044,0.396,54.783,54.495,-81.670,0.051
3078,0.918,0.009,0.044,0.394,54.856,54.331,-81.648,0.052
3094,0.917,0.010,0.045,0.396,54.977,53.964,-81.780,0.085
3118,0.918,0.010,0.045,0.394,55.207,52.628,-82.090,0.053
3142,0.918,0.007,0.045,0.394,55.202,52.581,-82.867,0.056
3158,0.918,0.008,0.045,0.394,55.343,52.814,-82.893,0.051
3182,0.918,0.008,0.045,0.395,55.113,53.251,-83.571,0.053
3206,0.918,0.008,0.045,0.394,55.033,53.501,-84.026,0.051
3230,0.918,0.007,0.044,0.394,55.069,53.551,-84.237,0.052
3246,0.918,0.007,0.044,0.393,55.072,53.395,-83.875,0.054
