Frame,q0,qx,qy,qz,X,Y,Z,err
17110,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17118,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17134,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17142,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17158,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17166,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17174,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17190,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17198,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17206,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17222,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17230,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17238,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17254,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17262,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17278,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17286,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17302,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17310,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17318,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17334,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17342,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17358,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17366,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17374,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17390,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17398,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17406,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17422,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17430,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17446,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17454,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17462,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17478,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17486,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17494,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17510,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17518,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17526,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17542,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17550,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17566,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17574,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17582,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17598,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17606,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17622,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17630,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17638,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17654,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17662,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17670,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17686,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17694,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17710,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17718,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17726,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17742,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17750,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17766,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17774,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17782,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17798,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17806,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17814,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17830,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17838,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17854,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17862,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17870,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17886,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17894,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17910,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17918,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17934,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17942,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17950,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17966,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17974,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17982,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
17998,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18006,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18022,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18030,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18038,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18054,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18062,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18070,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18086,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18094,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18110,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18118,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18126,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18142,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18150,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18158,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18174,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18182,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18198,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18206,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18222,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18230,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18238,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18254,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18262,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18278,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18286,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18294,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18310,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18318,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18334,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18342,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18350,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18366,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18374,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18390,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18398,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18406,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18422,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18430,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18446,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18454,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18462,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18478,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18486,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18494,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18510,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18518,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18534,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18542,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18550,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18566,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18574,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18590,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18598,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18606,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18622,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18630,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18646,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18654,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18662,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18678,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18686,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18702,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18710,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18718,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18734,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18758,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18766,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18782,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18790,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18806,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18814,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18822,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18838,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18846,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18862,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18870,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18878,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18894,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18902,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18918,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18926,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18934,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18950,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18958,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18974,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18982,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
18990,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19006,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19014,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19030,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19038,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19046,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19062,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19070,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19086,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19094,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19110,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19118,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19126,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19142,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19150,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19158,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19174,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19182,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19198,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19206,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19214,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19230,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19238,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19246,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19262,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19270,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19286,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19294,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19302,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19318,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19326,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19342,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19350,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19366,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19374,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19382,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19398,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19406,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19422,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19430,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19438,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19454,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19462,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19478,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19486,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19494,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19510,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19518,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19534,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19542,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19550,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19566,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19574,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19590,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19598,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19606,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19622,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19630,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19646,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19654,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19662,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19678,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19686,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19702,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19710,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19718,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19734,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19742,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19758,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19766,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19774,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19790,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19830,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19838,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19846,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19862,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19870,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19878,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19894,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19902,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19918,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19926,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19934,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19950,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19958,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19966,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19982,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
19990,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20006,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20014,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20022,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20038,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20046,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20062,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20070,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20078,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20094,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20102,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20118,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20126,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20134,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20150,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20158,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20174,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20182,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20190,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20206,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20214,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20222,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20238,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20246,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20262,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20270,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20278,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20294,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20302,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20318,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20326,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20334,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20350,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20358,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20374,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20382,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20390,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20406,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20414,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20430,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20438,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20446,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20462,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20470,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20486,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20494,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20510,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20518,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20526,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20542,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20550,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20566,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20574,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20582,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20598,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20606,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20622,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20630,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20638,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20654,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20662,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20678,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20686,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20702,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20710,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20718,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20734,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20742,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20750,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20766,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20774,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20790,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20798,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20806,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20822,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20830,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
20846,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
