Frame,q0,qx,qy,qz,X,Y,Z,err
3318,0.780,-0.022,0.212,0.588,35.565,19.221,-147.710,0.052
3342,0.774,-0.023,0.216,0.595,36.601,14.109,-147.359,0.042
3358,0.772,-0.018,0.213,0.599,37.375,10.676,-146.382,0.033
3382,0.769,-0.025,0.217,0.600,38.458,7.953,-145.793,0.048
3406,0.770,-0.029,0.218,0.599,39.356,4.660,-144.690,0.067
3430,0.766,-0.025,0.215,0.605,39.546,1.634,-144.303,0.053
3446,0.765,-0.029,0.216,0.606,39.900,0.981,-144.461,0.055
3470,0.761,-0.029,0.217,0.611,40.224,-0.673,-144.641,0.045
3494,0.763,-0.029,0.216,0.608,40.878,-2.763,-144.530,0.061
3510,0.766,-0.026,0.215,0.606,40.877,-4.401,-144.408,0.064
3534,0.762,-0.025,0.220,0.609,41.582,-4.558,-144.343,0.048
3558,0.760,-0.022,0.216,0.613,42.029,-5.279,-144.020,0.032
3582,0.765,-0.025,0.215,0.607,42.306,-6.441,-144.245,0.061
3606,0.761,-0.024,0.216,0.611,42.685,-7.411,-144.263,0.056
3622,0.758,-0.025,0.218,0.614,42.775,-8.793,-144.400,0.043
3646,0.758,-0.026,0.215,0.615,42.950,-10.795,-144.357,0.053
3670,0.753,-0.025,0.216,0.621,43.201,-12.197,-144.239,0.040
3686,0.753,-0.026,0.217,0.620,43.497,-13.169,-144.096,0.047
3710,0.755,-0.022,0.215,0.620,44.401,-14.679,-142.544,0.049
3734,0.754,-0.023,0.219,0.619,45.329,-15.233,-141.675,0.045
3758,0.753,-0.020,0.217,0.620,45.441,-16.566,-141.643,0.046
3774,0.756,-0.019,0.216,0.617,45.510,-16.870,-141.872,0.049
3798,0.756,-0.021,0.218,0.616,45.540,-16.749,-141.759,0.052
3822,0.756,-0.016,0.217,0.617,46.247,-16.915,-139.485,0.055
3846,0.752,-0.019,0.218,0.622,46.693,-17.254,-137.862,0.040
3862,0.757,-0.019,0.218,0.616,46.457,-17.473,-137.486,0.061
3886,0.752,-0.019,0.219,0.622,45.858,-16.333,-137.994,0.041
3910,0.752,-0.021,0.219,0.621,45.396,-14.854,-139.127,0.044
3934,0.755,-0.021,0.217,0.619,45.094,-14.363,-139.280,0.050
3950,0.753,-0.022,0.220,0.620,44.733,-14.170,-139.171,0.043
3974,0.753,-0.020,0.219,0.621,44.892,-14.251,-139.108,0.045
3998,0.754,-0.018,0.220,0.619,45.044,-13.184,-137.565,0.043
4022,0.758,-0.017,0.220,0.614,45.064,-12.147,-136.357,0.053
4038,0.758,-0.018,0.222,0.614,44.901,-11.360,-136.073,0.054
4062,0.756,-0.015,0.217,0.618,44.828,-11.557,-135.129,0.041
4086,0.753,-0.015,0.220,0.620,44.723,-11.398,-135.152,0.039
4110,0.754,-0.018,0.219,0.619,44.863,-11.576,-135.016,0.046
4134,0.754,-0.018,0.221,0.618,44.961,-12.391,-134.790,0.051
4150,0.752,-0.017,0.219,0.622,44.982,-12.340,-134.407,0.038
4174,0.754,-0.015,0.221,0.619,44.897,-11.598,-133.568,0.042
4198,0.756,-0.014,0.221,0.616,44.646,-10.668,-132.607,0.047
4222,0.757,-0.014,0.223,0.614,43.948,-9.090,-131.667,0.048
4238,0.758,-0.014,0.223,0.613,43.752,-7.429,-130.637,0.045
4262,0.759,-0.009,0.223,0.612,43.674,-4.980,-127.146,0.045
4286,0.756,0.003,0.222,0.616,42.846,-3.056,-123.563,0.033
4310,0.757,-0.001,0.226,0.614,41.353,1.012,-122.913,0.047
4326,0.760,-0.002,0.222,0.611,39.904,3.474,-122.731,0.048
4350,0.762,-0.003,0.224,0.608,38.146,6.873,-123.512,0.052
4374,0.761,-0.003,0.224,0.609,36.669,10.441,-124.587,0.045
4398,0.764,-0.005,0.223,0.606,35.640,13.237,-125.813,0.048
4414,0.763,-0.004,0.225,0.606,35.048,15.601,-126.784,0.036
4438,0.768,-0.004,0.222,0.601,34.257,18.377,-128.464,0.043
4462,0.770,-0.005,0.225,0.597,33.269,23.537,-130.916,0.048
4486,0.775,-0.007,0.229,0.589,32.718,30.051,-130.753,0.054
4502,0.780,-0.003,0.228,0.583,32.978,35.833,-130.349,0.046
4526,0.781,-0.006,0.239,0.577,34.006,47.587,-132.066,0.052
4550,0.790,-0.010,0.241,0.563,33.403,55.421,-134.093,0.056
4574,0.797,0.004,0.231,0.559,30.959,58.044,-134.229,0.041
4590,0.813,0.003,0.228,0.537,29.025,61.343,-134.693,0.055
4614,0.823,0.005,0.225,0.522,27.504,66.061,-134.993,0.065
4638,0.825,-0.004,0.227,0.517,26.222,72.242,-136.596,0.065
4654,0.828,0.004,0.219,0.516,25.624,71.638,-136.099,0.048
4678,0.825,-0.003,0.227,0.518,25.475,75.131,-136.216,0.068
4702,0.822,0.009,0.219,0.526,25.123,70.987,-133.964,0.040
4726,0.822,0.005,0.224,0.523,25.670,71.496,-135.122,0.066
4742,0.824,0.010,0.215,0.524,25.107,69.324,-134.685,0.035
4766,0.829,0.008,0.213,0.517,24.678,70.289,-134.278,0.054
4814,0.842,0.008,0.213,0.495,23.956,75.731,-131.806,0.077
4838,0.850,0.011,0.195,0.490,20.935,74.953,-130.366,0.048
4854,0.856,0.009,0.194,0.479,21.033,75.809,-131.071,0.060
4878,0.871,0.014,0.179,0.458,18.884,73.046,-130.553,0.060
4902,0.897,0.034,0.143,0.417,15.802,67.731,-129.692,0.037
4926,0.913,-0.013,0.088,0.398,0.727,72.387,-131.457,0.037
4942,0.914,-0.056,0.077,0.394,-4.064,78.974,-133.057,0.041
4966,0.916,-0.041,0.061,0.394,-5.086,75.612,-131.579,0.039
4990,0.917,-0.051,0.060,0.391,-6.452,77.476,-132.528,0.048
5014,0.916,-0.052,0.050,0.396,-7.871,77.436,-133.240,0.042
5030,0.915,-0.078,0.036,0.393,-11.104,80.043,-135.967,0.032
5054,0.915,-0.084,0.031,0.393,-12.399,78.734,-135.988,0.041
5078,0.915,-0.089,0.030,0.393,-12.457,77.382,-136.449,0.041
5102,0.915,-0.091,0.029,0.392,-12.456,76.304,-135.199,0.037
5126,0.912,-0.104,0.029,0.395,-12.570,76.019,-135.146,0.041
5142,0.913,-0.099,0.029,0.396,-12.759,73.915,-133.641,0.042
5166,0.912,-0.100,0.032,0.396,-11.618,72.532,-133.369,0.040
5190,0.910,-0.093,0.027,0.403,-11.736,69.053,-132.827,0.036
5214,0.910,-0.100,0.028,0.402,-11.620,67.973,-132.705,0.040
5230,0.901,-0.107,0.038,0.418,-10.860,68.781,-131.295,0.039
5254,0.895,-0.116,0.041,0.428,-11.245,68.307,-129.944,0.045
5278,0.892,-0.114,0.032,0.436,-13.082,63.918,-128.899,0.039
5302,0.888,-0.119,0.037,0.442,-12.783,60.508,-128.208,0.037
5318,0.888,-0.118,0.033,0.443,-13.166,56.837,-127.850,0.034
5342,0.884,-0.118,0.035,0.451,-13.026,51.387,-127.560,0.041
5366,0.882,-0.116,0.034,0.455,-12.336,45.288,-127.006,0.036
5390,0.883,-0.111,0.033,0.455,-11.088,39.247,-126.588,0.031
5406,0.883,-0.109,0.031,0.456,-10.802,34.597,-126.397,0.037
5430,0.879,-0.109,0.031,0.464,-9.633,28.134,-126.776,0.039
5454,0.880,-0.107,0.030,0.462,-7.759,22.119,-126.938,0.038
5478,0.875,-0.105,0.030,0.472,-6.792,16.244,-127.216,0.037
5494,0.872,-0.107,0.031,0.478,-5.620,12.238,-127.557,0.038
5518,0.864,-0.103,0.032,0.491,-4.041,4.720,-126.930,0.054
5542,0.857,-0.097,0.032,0.505,-2.654,-2.544,-125.478,0.064
5566,0.850,-0.101,0.036,0.516,-0.496,-7.066,-124.853,0.079
5590,0.850,-0.093,0.030,0.519,0.870,-14.022,-124.698,0.073
5606,0.846,-0.096,0.034,0.524,1.772,-16.169,-125.370,0.082
5630,0.845,-0.092,0.033,0.526,2.566,-17.420,-125.617,0.087
5654,0.848,-0.093,0.034,0.521,2.078,-16.641,-125.874,0.074
5678,0.853,-0.095,0.033,0.512,1.731,-15.876,-125.114,0.061
5694,0.849,-0.096,0.035,0.518,1.694,-15.018,-124.401,0.070
5718,0.849,-0.092,0.037,0.519,1.601,-14.557,-122.935,0.072
5742,0.849,-0.095,0.040,0.519,1.739,-13.091,-122.170,0.071
5766,0.850,-0.095,0.037,0.517,1.717,-13.141,-121.440,0.068
5782,0.848,-0.097,0.042,0.520,1.796,-12.647,-121.301,0.070
5806,0.846,-0.095,0.041,0.523,2.249,-12.652,-120.629,0.079
5830,0.850,-0.094,0.042,0.517,2.562,-14.570,-120.126,0.063
5854,0.842,-0.101,0.042,0.529,3.895,-16.069,-119.973,0.087
5870,0.846,-0.092,0.041,0.524,4.584,-19.143,-118.904,0.070
5894,0.843,-0.100,0.042,0.526,5.379,-20.731,-119.190,0.067
5918,0.840,-0.093,0.040,0.532,6.312,-24.374,-118.711,0.072
5942,0.841,-0.097,0.042,0.531,7.417,-28.443,-118.686,0.056
5958,0.839,-0.094,0.040,0.534,8.791,-32.432,-117.778,0.059
5982,0.836,-0.094,0.043,0.539,10.297,-36.155,-116.773,0.055
6006,0.834,-0.094,0.040,0.543,11.576,-39.378,-115.750,0.063
6030,0.834,-0.092,0.039,0.543,12.407,-42.323,-114.597,0.055
6046,0.832,-0.095,0.042,0.545,13.061,-44.060,-114.051,0.051
6070,0.831,-0.089,0.042,0.547,13.973,-44.366,-112.741,0.061
6094,0.835,-0.089,0.040,0.541,13.652,-44.302,-112.201,0.055
6118,0.834,-0.092,0.042,0.542,13.767,-42.522,-112.222,0.056
6134,0.834,-0.089,0.041,0.543,13.630,-41.837,-112.112,0.062
6158,0.836,-0.091,0.041,0.539,13.268,-39.414,-112.498,0.054
6182,0.838,-0.090,0.044,0.537,13.158,-36.256,-112.321,0.056
6206,0.842,-0.090,0.042,0.531,12.960,-34.486,-112.265,0.054
6222,0.840,-0.090,0.042,0.533,13.141,-31.968,-111.624,0.055
6246,0.844,-0.091,0.044,0.527,12.924,-23.487,-110.565,0.060
6270,0.849,-0.101,0.054,0.515,12.871,-12.756,-107.101,0.049
6294,0.861,-0.099,0.058,0.495,13.424,-2.172,-102.744,0.038
6310,0.871,-0.102,0.059,0.477,13.849,7.389,-100.497,0.031
6334,0.872,-0.094,0.069,0.475,14.094,19.588,-97.951,0.035
6358,0.878,-0.107,0.073,0.461,13.287,30.093,-100.527,0.038
6382,0.878,-0.101,0.076,0.462,12.803,38.849,-103.903,0.044
6398,0.882,-0.116,0.077,0.451,12.825,46.918,-108.068,0.042
6422,0.886,-0.116,0.077,0.442,11.321,56.323,-115.335,0.042
6446,0.885,-0.129,0.078,0.440,9.184,64.776,-124.115,0.048
6470,0.893,-0.129,0.063,0.426,5.948,70.538,-134.420,0.033
6486,0.895,-0.137,0.060,0.420,4.414,75.642,-143.624,0.050
6510,0.898,-0.142,0.047,0.414,1.382,79.536,-155.816,0.055
6534,0.894,-0.147,0.052,0.419,1.207,86.592,-165.774,0.050
6558,0.897,-0.153,0.052,0.412,1.004,90.918,-176.071,0.045
6574,0.897,-0.151,0.045,0.412,0.616,91.808,-179.813,0.039
6598,0.898,-0.163,0.045,0.406,0.969,94.057,-185.620,0.081
6622,0.893,-0.149,0.047,0.421,1.274,92.300,-184.556,0.061
6646,0.892,-0.151,0.055,0.421,0.438,92.949,-183.913,0.039
6662,0.899,-0.155,0.071,0.403,6.600,97.791,-183.829,0.065
6686,0.905,-0.158,0.083,0.386,7.480,99.197,-182.924,0.051
6710,0.906,-0.160,0.088,0.382,9.980,100.504,-183.408,0.045
6742,0.896,-0.186,0.109,0.389,12.633,103.620,-190.045,0.057
6766,0.892,-0.181,0.127,0.395,16.142,102.795,-194.070,0.058
6782,0.893,-0.193,0.131,0.385,18.595,105.024,-198.503,0.077
6806,0.893,-0.137,0.104,0.416,15.685,93.892,-195.490,0.045
6830,0.894,-0.100,0.080,0.430,14.302,91.096,-199.068,0.113
6854,0.904,-0.095,0.074,0.411,15.630,91.118,-199.004,0.066
6870,0.905,-0.116,0.087,0.400,15.088,95.654,-200.217,0.088
6894,0.907,-0.099,0.074,0.403,14.275,92.144,-195.656,0.075
6918,0.896,-0.089,0.070,0.430,10.873,90.643,-191.509,0.056
6942,0.907,-0.106,0.060,0.404,10.773,92.273,-192.008,0.064
6966,0.899,-0.096,0.046,0.425,6.388,86.494,-188.816,0.030
6982,0.899,-0.104,0.039,0.424,6.404,87.077,-188.562,0.040
7006,0.904,-0.101,0.054,0.412,6.681,86.178,-186.478,0.015
7030,0.901,-0.117,0.060,0.413,6.068,88.552,-186.319,0.027
7054,0.893,-0.107,0.057,0.433,5.795,83.434,-183.104,0.057
7070,0.890,-0.098,0.040,0.444,3.105,79.954,-180.007,0.051
7094,0.887,-0.103,0.025,0.449,2.501,78.779,-178.169,0.053
7118,0.880,-0.087,0.014,0.467,1.029,73.797,-175.671,0.032
7142,0.878,-0.069,0.013,0.474,2.455,70.646,-175.013,0.019
7158,0.880,-0.064,0.012,0.471,3.051,70.216,-175.289,0.025
7182,0.879,-0.069,0.012,0.472,1.557,70.577,-176.346,0.059
7206,0.879,-0.068,0.041,0.471,7.528,73.437,-175.442,0.054
7230,0.870,-0.051,0.024,0.490,2.988,68.921,-172.876,0.038
7246,0.883,-0.060,0.042,0.463,8.673,73.040,-172.450,0.084
7270,0.874,-0.055,0.033,0.481,3.816,70.593,-170.324,0.025
7294,0.873,-0.054,0.063,0.481,10.075,73.011,-166.418,0.042
7318,0.875,-0.056,0.097,0.471,14.656,75.236,-162.062,0.053
7334,0.868,-0.056,0.106,0.482,14.603,74.176,-160.209,0.046
7358,0.871,-0.054,0.108,0.476,14.953,71.167,-156.132,0.047
7382,0.867,-0.047,0.111,0.484,16.063,67.606,-149.341,0.041
7406,0.863,-0.047,0.120,0.489,17.281,64.017,-141.518,0.049
7422,0.859,-0.042,0.128,0.494,18.050,62.046,-135.158,0.044
7446,0.857,-0.036,0.130,0.498,18.325,57.916,-126.217,0.041
7470,0.859,-0.036,0.136,0.492,19.371,56.069,-118.558,0.042
7494,0.856,-0.036,0.143,0.495,20.290,55.196,-112.685,0.046
7518,0.857,-0.031,0.145,0.494,21.196,53.895,-106.502,0.045
7542,0.857,-0.028,0.146,0.493,21.540,53.132,-100.247,0.043
7558,0.855,-0.029,0.146,0.498,21.592,53.002,-95.631,0.043
7582,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
7590,0.855,-0.027,0.151,0.495,24.620,53.169,-83.025,0.045
7614,0.855,-0.028,0.158,0.493,26.071,53.998,-75.869,0.050
7638,0.855,-0.024,0.156,0.494,26.426,52.834,-71.547,0.047
7662,0.855,-0.024,0.158,0.494,26.601,54.568,-71.363,0.048
7678,0.856,-0.026,0.156,0.492,25.745,54.862,-73.739,0.048
7702,0.855,-0.025,0.153,0.495,24.461,54.442,-78.756,0.047
7726,0.855,-0.029,0.148,0.496,22.711,54.720,-87.939,0.045
7750,0.855,-0.033,0.140,0.498,20.295,55.222,-99.891,0.048
7766,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
7782,0.864,-0.034,0.125,0.487,18.410,57.067,-117.763,0.037
7798,0.869,-0.036,0.121,0.478,19.660,58.855,-128.227,0.043
7822,0.869,-0.037,0.110,0.481,19.203,59.955,-142.037,0.041
7846,0.873,-0.040,0.103,0.475,19.346,61.604,-154.792,0.028
7870,0.876,-0.044,0.101,0.470,19.127,64.949,-162.990,0.046
7886,0.875,-0.042,0.103,0.470,19.956,66.039,-164.084,0.036
7910,0.877,-0.051,0.106,0.466,20.639,65.000,-163.235,0.049
7934,0.870,-0.046,0.112,0.478,21.891,57.529,-157.877,0.041
7958,0.864,-0.045,0.112,0.489,22.605,44.537,-152.663,0.040
7974,0.864,-0.040,0.115,0.488,23.094,34.291,-148.174,0.057
7998,0.857,-0.028,0.114,0.501,25.212,18.123,-142.716,0.033
8022,0.856,-0.037,0.111,0.504,25.398,4.039,-140.230,0.042
8038,0.850,-0.035,0.113,0.514,26.296,-5.521,-139.131,0.025
8062,0.840,-0.032,0.106,0.530,28.616,-18.355,-136.078,0.040
8086,0.838,-0.035,0.119,0.532,33.212,-27.228,-134.808,0.038
8110,0.831,-0.034,0.112,0.544,35.698,-37.299,-133.981,0.045
8126,0.827,-0.037,0.113,0.550,37.012,-42.034,-134.726,0.043
8150,0.822,-0.038,0.114,0.556,38.837,-48.168,-136.378,0.045
8174,0.820,-0.046,0.115,0.558,40.288,-50.884,-138.159,0.055
8198,0.816,-0.045,0.113,0.565,41.252,-55.865,-139.720,0.059
8214,0.814,-0.048,0.111,0.568,42.124,-56.368,-140.424,0.053
8238,0.813,-0.046,0.109,0.570,42.187,-57.804,-141.369,0.062
8262,0.812,-0.044,0.108,0.571,41.976,-58.882,-141.324,0.055
8278,0.822,-0.041,0.110,0.558,41.201,-55.424,-140.860,0.057
8302,0.823,-0.047,0.117,0.554,39.094,-44.404,-139.915,0.051
8326,0.829,-0.043,0.126,0.544,35.405,-32.324,-137.158,0.039
