Frame,q0,qx,qy,qz,X,Y,Z,err
10:28:58.049638,502,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:58.085245,518,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:58.119243,526,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:58.150514,534,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:58.186747,550,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:58.213600,558,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:58.252926,566,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:58.318668,590,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:58.355981,606,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:58.391840,614,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:58.431244,622,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:58.465427,638,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:58.498490,646,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:58.531728,654,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:58.564327,670,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:58.597375,678,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:58.632282,686,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:58.664844,702,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:58.697869,710,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:58.732089,718,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:58.767232,734,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:58.800234,742,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:58.829320,758,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:58.865032,766,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:58.897437,774,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:58.933717,790,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:58.958865,798,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:58.999826,806,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:59.033641,822,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:59.065542,830,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:59.100449,838,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:59.134620,854,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:59.167565,862,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:59.200182,870,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:59.232726,886,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:59.270725,894,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:59.303507,902,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:59.336556,918,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:59.369838,926,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:59.403559,934,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:59.438664,950,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:59.469240,958,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:59.501378,966,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:59.537388,982,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:59.570266,990,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:59.601507,998,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:59.637126,1014,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:59.667511,1022,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:59.707525,1038,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:59.741116,1046,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:59.774786,1054,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:59.809085,1070,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:59.842795,1078,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:59.876337,1086,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:59.912729,1102,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:59.945731,1110,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:28:59.978488,1118,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:00.013417,1134,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:00.046475,1142,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:00.077355,1150,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:00.111810,1166,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:00.143566,1174,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:00.178338,1182,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:00.211429,1198,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:00.241293,1206,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:00.272782,1214,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:00.305312,1230,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:00.339063,1238,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:00.379622,1246,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:00.412583,1262,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:00.445109,1270,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:00.478604,1278,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:00.513792,1294,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:00.544330,1302,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:00.580166,1310,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:00.613089,1326,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:00.646514,1334,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:00.684610,1350,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:00.718111,1358,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:00.751530,1366,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:00.785633,1382,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:00.818191,1390,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:00.850966,1398,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:00.884045,1414,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:00.922984,1422,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:00.956423,1438,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:00.989554,1446,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:01.022929,1454,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:01.057517,1470,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:01.091157,1478,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:01.129288,1486,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:01.164250,1502,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:01.196759,1510,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:01.231377,1518,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:01.265341,1534,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:01.298189,1542,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:01.331147,1550,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:01.361626,1566,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:01.396724,1574,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:01.429798,1582,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:01.462237,1598,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:01.495270,1606,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:01.527947,1614,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:01.563023,1630,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:01.595304,1638,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:01.626018,1646,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:01.661104,1662,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:01.738856,1686,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:01.774967,1694,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:01.806431,1710,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:01.843050,1718,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:01.874541,1726,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:01.907072,1742,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:01.939249,1750,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:01.979999,1758,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:02.014107,1774,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:02.045255,1782,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:02.078837,1790,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:02.114065,1806,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:02.144202,1814,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:02.179722,1830,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:02.210945,1838,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:02.248536,1846,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:02.279046,1862,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:02.313971,1870,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:02.343533,1878,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:02.384663,1894,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:02.417539,1902,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:02.451665,1910,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:02.485828,1926,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:02.517908,1934,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:29:02.550069,1950,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
