Timestamp,Frame,q0,qx,qy,qz,X,Y,Z,err
10:59:57.415587,766,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:57.444869,774,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:57.478079,790,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:57.515611,798,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:57.550595,806,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:57.583978,822,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:57.617665,830,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:57.649779,838,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:57.685910,854,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:57.715875,862,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:57.747968,870,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:57.782440,886,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:57.821542,894,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:57.854474,910,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:57.888406,918,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:57.922452,926,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:57.953886,942,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:57.987820,950,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:58.023243,958,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:58.054862,974,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:58.086357,982,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:58.122819,990,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:58.159616,1006,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:58.193568,1014,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:58.227070,1022,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:58.258052,1038,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:58.292795,1046,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:58.323895,1054,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:58.358719,1070,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:58.392104,1078,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:58.422786,1086,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:58.454722,1102,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:58.489713,1110,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:58.523059,1118,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:58.555416,1134,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:58.590221,1142,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:58.624395,1150,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:58.655506,1166,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:58.694277,1174,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:58.728937,1190,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:58.760791,1198,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:58.794700,1206,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:58.826941,1222,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:58.857979,1230,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:58.899686,1238,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:58.932488,1254,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:58.966974,1262,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:58.998134,1270,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:59.032202,1286,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:59.063889,1294,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:59.098522,1302,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
