Frame,q0,qx,qy,qz,X,Y,Z,err
10:39:34.819769,9086,0.483,-0.874,0.054,0.004,4.580,75.013,-158.238,0.071
10:39:34.886544,9110,0.348,-0.934,0.061,0.063,-0.773,64.715,-166.735,0.033
10:39:34.952400,9134,0.207,-0.968,0.076,0.119,-4.896,56.726,-173.384,0.070
10:39:35.018060,9158,0.057,-0.981,0.095,0.161,-8.629,47.626,-180.868,0.084
10:39:35.091226,9174,0.066,0.970,-0.123,-0.198,-12.355,40.660,-182.803,0.098
10:39:35.157756,9198,0.252,0.924,-0.172,-0.232,-17.996,29.625,-180.285,0.113
10:39:35.226143,9222,0.416,0.851,-0.202,-0.250,-22.102,20.968,-170.675,0.046
10:39:35.289288,9238,0.511,0.792,-0.209,-0.261,-23.945,17.437,-161.727,0.074
10:39:35.360404,9262,0.632,0.703,-0.208,-0.253,-23.273,13.867,-138.961,0.045
10:39:35.427861,9286,0.717,0.638,-0.220,-0.174,-18.425,12.690,-118.998,0.047
10:39:35.495048,9302,0.721,0.638,-0.221,-0.155,-16.057,13.543,-113.510,0.041
10:39:35.561404,9326,0.652,0.707,-0.234,-0.146,-14.802,14.285,-120.683,0.060
10:39:35.629155,9350,0.515,0.807,-0.248,-0.147,-13.184,21.171,-140.035,0.052
10:39:35.695178,9366,0.372,0.881,-0.260,-0.130,-9.251,30.768,-153.618,0.061
10:39:35.762341,9390,0.156,0.951,-0.250,-0.094,0.283,49.316,-168.789,0.055
10:39:35.829542,9414,0.039,-0.972,0.227,0.055,10.336,67.840,-173.117,0.038
10:39:35.896440,9430,0.156,-0.964,0.211,0.035,14.982,78.005,-169.590,0.057
10:39:35.961331,9454,0.399,-0.899,0.176,-0.036,22.851,94.322,-153.957,0.044
10:39:36.032963,9478,0.540,-0.821,0.163,-0.088,26.431,99.109,-135.261,0.082
10:39:36.100396,9502,0.546,-0.818,0.165,-0.077,23.558,94.768,-126.157,0.061
10:39:36.165361,9518,0.510,-0.840,0.175,-0.060,21.779,90.344,-127.068,0.048
10:39:36.232448,9542,0.413,-0.893,0.175,-0.027,16.204,80.033,-137.463,0.071
10:39:36.295402,9566,0.267,-0.950,0.155,0.036,4.874,63.377,-151.143,0.081
10:39:36.369080,9582,0.147,-0.975,0.147,0.077,-2.167,50.499,-159.831,0.078
10:39:36.434911,9606,0.093,0.974,-0.142,-0.147,-13.141,28.323,-168.015,0.090
10:39:36.499932,9630,0.305,0.917,-0.171,-0.191,-21.470,10.146,-163.416,0.048
10:39:36.566810,9646,0.415,0.867,-0.183,-0.207,-24.596,2.374,-155.820,0.060
10:39:36.635475,9670,0.562,0.775,-0.194,-0.214,-25.974,-5.661,-137.926,0.056
10:39:36.697339,9694,0.680,0.685,-0.201,-0.167,-24.030,-14.359,-118.175,0.058
10:39:36.773285,9718,0.767,0.594,-0.236,-0.058,-20.404,-20.602,-99.976,0.058
10:39:36.836912,9734,0.773,0.591,-0.219,-0.075,-18.003,-21.644,-92.158,0.047
10:39:36.903247,9758,0.781,0.584,-0.211,-0.068,-16.571,-24.110,-86.422,0.049
10:39:36.969019,9782,0.740,0.632,-0.223,-0.049,-17.663,-29.643,-94.730,0.050
10:39:37.041427,9798,0.629,0.737,-0.231,-0.082,-18.696,-28.200,-114.987,0.057
10:39:37.108915,9822,0.395,0.885,-0.224,-0.105,-14.750,-11.673,-151.698,0.048
10:39:37.175371,9846,0.110,0.972,-0.195,-0.074,-3.734,14.536,-176.592,0.066
10:39:37.240455,9862,0.051,-0.983,0.168,0.051,3.007,30.567,-181.747,0.082
10:39:37.306300,9886,0.225,-0.965,0.137,0.014,11.058,46.843,-176.899,0.025
10:39:37.373306,9910,0.327,-0.938,0.116,-0.006,14.505,54.865,-165.448,0.054
10:39:37.439906,9926,0.338,-0.933,0.120,0.005,13.957,55.237,-159.275,0.041
10:39:37.504242,9950,0.264,-0.957,0.114,0.043,8.194,46.314,-158.318,0.029
10:39:37.579378,9974,0.166,-0.974,0.114,0.098,-0.006,32.795,-159.421,0.041
10:39:37.645491,9998,0.079,-0.980,0.089,0.157,-5.567,19.054,-156.551,0.031
10:39:37.712468,10014,0.058,-0.979,0.075,0.178,-6.837,12.240,-152.755,0.025
10:39:37.779553,10038,0.095,-0.977,0.031,0.186,-13.665,1.206,-147.527,0.041
10:39:37.847271,10062,0.097,-0.976,0.017,0.193,-27.906,-15.092,-146.045,0.020
10:39:37.913788,10078,0.083,-0.977,0.012,0.198,-37.381,-24.067,-147.609,0.021
10:39:37.981084,10102,0.070,-0.977,0.014,0.200,-49.608,-27.319,-152.656,0.058
10:39:38.047172,10126,0.067,-0.978,0.016,0.195,-59.608,-18.812,-159.066,0.044
10:39:38.112559,10142,0.078,-0.983,0.027,0.163,-61.015,-3.793,-165.739,0.044
10:39:38.178786,10166,0.112,-0.982,0.080,0.133,-55.897,32.050,-170.611,0.110
10:39:38.250818,10190,0.134,-0.977,0.119,0.117,-43.505,67.786,-173.311,0.046
10:39:38.315623,10206,0.126,-0.973,0.157,0.114,-31.957,86.682,-177.316,0.068
10:39:38.383981,10230,0.132,-0.970,0.171,0.111,-8.921,109.906,-181.267,0.031
10:39:38.447560,10254,0.131,-0.964,0.209,0.100,15.655,122.242,-188.255,0.106
10:39:38.518545,10270,0.121,-0.968,0.196,0.101,29.055,122.161,-191.730,0.171
10:39:38.586409,10294,0.129,-0.968,0.190,0.098,44.443,114.404,-193.400,0.023
10:39:38.652731,10318,0.135,-0.972,0.158,0.114,44.802,94.005,-189.013,0.037
10:39:38.718321,10342,0.119,-0.976,0.123,0.133,33.824,65.987,-183.901,0.110
10:39:38.788262,10358,0.103,-0.979,0.099,0.143,22.911,47.372,-180.022,0.120
10:39:38.849944,10382,0.103,-0.978,0.079,0.163,4.826,26.457,-171.976,0.026
10:39:38.916200,10406,0.070,-0.979,0.072,0.177,-10.357,11.248,-167.929,0.017
10:39:38.988770,10422,0.054,-0.980,0.079,0.175,-17.176,7.250,-167.570,0.055
10:39:39.054417,10446,0.051,-0.980,0.068,0.179,-27.597,8.282,-166.150,0.045
10:39:39.120911,10470,0.039,-0.980,0.078,0.180,-35.228,17.746,-167.814,0.081
10:39:39.189546,10486,0.034,-0.979,0.096,0.174,-36.929,30.159,-171.298,0.123
10:39:39.253598,10510,0.030,-0.978,0.131,0.159,-31.603,58.248,-178.729,0.073
10:39:39.320659,10534,0.049,-0.973,0.176,0.141,-14.940,95.745,-187.988,0.100
10:39:39.388802,10550,0.074,-0.968,0.199,0.132,-0.034,120.173,-192.315,0.109
10:39:39.460382,10574,0.088,-0.961,0.235,0.120,25.618,146.301,-197.290,0.098
10:39:39.527269,10598,0.078,-0.963,0.227,0.120,45.353,155.675,-202.109,0.175
10:39:39.593922,10614,0.087,-0.958,0.250,0.111,58.211,155.724,-202.468,0.118
10:39:39.660506,10638,0.122,-0.954,0.256,0.096,70.603,150.690,-204.968,0.058
10:39:39.725792,10662,0.130,-0.957,0.252,0.066,75.566,132.396,-206.170,0.146
10:39:39.795562,10686,0.134,-0.972,0.184,0.058,66.366,110.884,-203.872,0.173
10:39:39.863983,10702,0.137,-0.978,0.143,0.062,55.149,95.868,-199.360,0.129
10:39:39.931684,10726,0.132,-0.979,0.128,0.088,32.762,72.524,-187.875,0.041
10:39:40.003682,10750,0.116,-0.980,0.121,0.103,12.730,52.242,-176.322,0.076
10:39:40.068893,10774,0.120,-0.979,0.112,0.121,-7.058,38.853,-167.603,0.097
10:39:40.137983,10790,0.118,-0.978,0.104,0.137,-19.125,33.231,-162.113,0.043
10:39:40.204332,10814,0.098,-0.978,0.111,0.146,-34.219,31.303,-158.757,0.144
10:39:40.264853,10838,0.074,-0.979,0.115,0.151,-45.429,40.325,-155.903,0.116
10:39:40.338906,10854,0.057,-0.979,0.120,0.157,-48.761,53.935,-152.515,0.075
10:39:40.407147,10878,0.051,-0.974,0.159,0.155,-43.018,84.913,-150.602,0.065
10:39:40.470651,10902,0.064,-0.970,0.186,0.141,-27.011,117.956,-156.114,0.060
10:39:40.540353,10918,0.073,-0.965,0.214,0.131,-12.994,136.880,-161.160,0.095
10:39:40.606159,10942,0.114,-0.961,0.225,0.111,5.930,155.937,-167.007,0.088
10:39:40.678518,10966,0.143,-0.964,0.206,0.087,14.062,161.894,-172.663,0.085
10:39:40.743102,10990,0.136,-0.961,0.223,0.094,10.842,155.542,-173.474,0.074
10:39:40.808332,11006,0.117,-0.966,0.205,0.105,6.192,148.205,-172.787,0.106
10:39:40.873164,11030,0.113,-0.964,0.214,0.113,2.651,139.712,-168.464,0.083
10:39:40.947657,11054,0.112,-0.967,0.196,0.117,0.362,134.142,-165.352,0.093
10:39:41.013483,11070,0.111,-0.968,0.191,0.122,-1.553,130.798,-164.271,0.100
10:39:41.079722,11094,0.099,-0.969,0.191,0.121,-3.085,127.124,-166.180,0.077
10:39:41.148008,11118,0.107,-0.969,0.192,0.117,-1.412,129.891,-166.118,0.112
10:39:41.212505,11134,0.099,-0.972,0.175,0.122,-3.056,127.001,-167.163,0.213
10:39:41.280691,11158,0.094,-0.969,0.190,0.125,-4.156,125.555,-167.793,0.072
10:39:41.346765,11182,0.091,-0.969,0.190,0.127,-4.553,124.854,-168.273,0.094
10:39:41.412902,11198,0.091,-0.969,0.191,0.127,-4.466,124.909,-168.226,0.102
10:39:41.479145,11222,0.090,-0.969,0.191,0.127,-4.285,125.565,-167.615,0.095
10:39:41.545213,11246,0.089,-0.969,0.189,0.129,-4.218,126.678,-166.874,0.082
10:39:41.613727,11262,0.088,-0.969,0.189,0.131,-4.021,127.602,-166.499,0.073
10:39:41.679613,11286,0.089,-0.969,0.188,0.132,-3.479,128.984,-166.311,0.055
10:39:41.746737,11310,0.093,-0.968,0.194,0.132,-2.381,130.061,-165.735,0.103
10:39:41.813939,11334,0.093,-0.970,0.180,0.137,-2.851,128.375,-161.780,0.067
10:39:41.882817,11350,0.099,-0.968,0.184,0.138,-2.581,127.860,-159.756,0.083
10:39:41.946835,11374,0.095,-0.967,0.191,0.137,-4.015,124.476,-160.182,0.034
10:39:42.014416,11398,0.094,-0.969,0.177,0.143,-7.915,118.733,-158.860,0.060
10:39:42.082673,11414,0.089,-0.970,0.169,0.148,-10.495,113.435,-155.599,0.092
10:39:42.153514,11438,0.085,-0.970,0.164,0.158,-14.315,105.153,-146.198,0.061
10:39:42.220442,11462,0.080,-0.970,0.151,0.175,-19.152,96.567,-132.753,0.061
10:39:42.288755,11478,0.082,-0.969,0.144,0.182,-21.738,91.529,-122.895,0.052
10:39:42.352991,11502,0.087,-0.968,0.134,0.195,-25.403,85.081,-106.744,0.044
10:39:42.417798,11526,0.086,-0.966,0.131,0.207,-26.949,79.652,-92.968,0.046
10:39:42.489720,11542,0.088,-0.965,0.127,0.211,-25.304,77.476,-85.233,0.090
10:39:42.523349,11566,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:42.590922,11574,0.089,-0.963,0.111,0.227,-21.398,72.903,-72.751,0.046
10:39:42.655264,11598,0.090,-0.965,0.113,0.219,-20.193,70.793,-77.056,0.050
10:39:42.722519,11622,0.081,-0.968,0.117,0.207,-20.297,70.235,-93.821,0.061
10:39:42.792138,11638,0.072,-0.972,0.115,0.190,-19.779,69.653,-111.581,0.047
10:39:42.856048,11662,0.049,-0.979,0.118,0.157,-17.922,66.963,-143.505,0.074
10:39:42.923094,11686,0.018,-0.985,0.113,0.127,-13.733,62.575,-175.047,0.081
10:39:42.992315,11710,0.003,-0.987,0.131,0.095,-5.863,61.416,-204.639,0.135
10:39:43.059757,11726,0.004,0.989,-0.131,-0.063,1.393,59.387,-225.214,0.092
10:39:43.124297,11750,0.008,0.992,-0.117,-0.037,8.796,56.801,-249.896,0.063
10:39:43.192195,11774,0.018,0.986,-0.163,-0.027,11.308,53.209,-265.628,0.197
10:39:43.260815,11790,0.016,0.991,-0.130,-0.029,10.801,51.499,-266.044,0.164
10:39:43.326803,11814,0.012,0.987,-0.155,-0.028,9.374,48.890,-253.294,0.205
10:39:43.394289,11838,0.006,0.991,-0.105,-0.081,-2.977,45.444,-224.248,0.104
10:39:43.453820,11854,0.002,0.989,-0.106,-0.108,-9.409,42.479,-203.105,0.053
10:39:43.529633,11878,0.002,-0.985,0.087,0.147,-18.145,35.822,-172.803,0.124
10:39:43.593313,11902,0.003,-0.981,0.087,0.176,-22.284,29.913,-144.002,0.086
10:39:43.663632,11918,0.009,-0.976,0.075,0.203,-23.527,28.173,-124.200,0.068
10:39:43.725358,11942,0.017,-0.971,0.070,0.227,-23.962,25.418,-100.070,0.060
10:39:43.760270,11966,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:43.827723,11974,0.030,-0.964,0.063,0.257,-20.786,24.716,-77.004,0.041
10:39:43.898002,11998,0.038,-0.961,0.068,0.266,-17.352,27.248,-70.182,0.038
10:39:43.964234,12022,0.043,-0.961,0.076,0.261,-15.423,31.464,-74.262,0.038
10:39:44.033097,12038,0.033,-0.964,0.084,0.249,-15.028,33.785,-84.813,0.055
10:39:44.094315,12062,0.017,-0.970,0.095,0.223,-14.588,36.624,-109.530,0.070
10:39:44.162805,12086,0.001,-0.976,0.113,0.185,-12.534,39.347,-144.245,0.076
10:39:44.235276,12102,0.000,0.981,-0.121,-0.150,-9.327,40.939,-169.516,0.081
10:39:44.301277,12126,0.011,-0.986,0.132,0.097,-1.447,44.265,-206.394,0.120
10:39:44.367050,12150,0.003,0.988,-0.142,-0.067,4.769,43.888,-234.375,0.089
10:39:44.433551,12166,0.018,0.991,-0.122,-0.060,5.459,40.629,-246.060,0.346
10:39:44.503109,12190,0.025,0.990,-0.126,-0.066,1.547,35.022,-249.494,0.154
10:39:44.571427,12214,0.029,0.991,-0.116,-0.066,-1.288,28.598,-243.287,0.179
10:39:44.640479,12238,0.027,0.988,-0.114,-0.101,-9.338,24.509,-220.885,0.149
10:39:44.703381,12254,0.024,0.987,-0.102,-0.119,-14.052,20.494,-203.900,0.148
10:39:44.779146,12278,0.022,0.984,-0.097,-0.147,-21.387,12.987,-178.455,0.113
10:39:44.847101,12302,0.018,0.980,-0.086,-0.177,-25.145,7.191,-151.908,0.080
10:39:44.912649,12318,0.008,0.977,-0.080,-0.198,-25.980,5.136,-134.970,0.067
10:39:44.976806,12342,0.014,-0.972,0.076,0.221,-25.037,3.749,-109.973,0.053
10:39:45.045516,12366,0.008,-0.966,0.095,0.238,-22.779,1.815,-89.144,0.139
10:39:45.112078,12390,0.025,-0.961,0.071,0.264,-21.292,2.618,-72.440,0.017
10:39:45.181438,12406,0.014,-0.957,0.070,0.280,-21.878,1.553,-63.735,0.018
10:39:45.246783,12430,0.009,0.954,-0.065,-0.293,-23.950,-1.747,-58.337,0.014
10:39:45.313659,12454,0.026,0.953,-0.061,-0.296,-25.569,-3.977,-61.636,0.020
10:39:45.381530,12470,0.023,0.955,-0.063,-0.288,-26.156,-3.474,-69.094,0.019
10:39:45.445152,12494,0.031,0.962,-0.073,-0.260,-26.760,-2.617,-90.059,0.063
10:39:45.482958,12518,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:45.511976,12526,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:45.578437,12534,0.076,0.972,-0.089,-0.205,-25.556,-1.090,-148.365,0.147
10:39:45.648929,12558,0.085,0.977,-0.114,-0.159,-20.182,1.552,-191.557,0.124
10:39:45.714208,12582,0.098,0.981,-0.121,-0.114,-9.936,5.623,-232.626,0.193
10:39:45.779736,12598,0.101,0.980,-0.143,-0.093,-3.403,9.070,-255.305,0.157
10:39:45.844811,12622,0.115,0.979,-0.153,-0.076,3.828,11.465,-285.809,0.153
10:39:45.912549,12646,0.118,0.981,-0.145,-0.055,11.381,10.866,-302.701,0.125
10:39:45.984949,12662,0.116,0.984,-0.129,-0.036,15.043,10.360,-308.484,0.449
10:39:46.054325,12686,0.109,0.979,-0.166,-0.051,6.769,8.755,-299.383,0.196
10:39:46.121597,12710,0.111,0.984,-0.117,-0.081,-3.914,4.396,-274.810,0.360
10:39:46.184608,12734,0.097,0.984,-0.101,-0.112,-14.434,1.511,-239.812,0.134
10:39:46.257813,12750,0.098,0.979,-0.109,-0.140,-22.029,-1.232,-213.838,0.122
10:39:46.325207,12774,0.095,0.973,-0.095,-0.189,-31.703,-4.643,-176.317,0.116
10:39:46.392194,12798,0.102,0.966,-0.090,-0.219,-35.545,-8.350,-143.768,0.093
10:39:46.455613,12814,0.080,0.964,-0.083,-0.241,-35.600,-7.209,-124.160,0.091
10:39:46.525575,12838,0.078,0.955,-0.075,-0.274,-34.545,-7.969,-98.872,0.055
10:39:46.558338,12862,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:46.596094,12870,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:46.662241,12886,0.090,0.939,-0.067,-0.324,-27.763,-9.435,-57.318,0.050
10:39:46.729964,12902,0.091,0.931,-0.053,-0.348,-26.216,-8.823,-47.061,0.024
10:39:46.795361,12926,0.053,0.913,-0.001,-0.405,-27.707,-6.540,-40.353,0.042
10:39:46.860864,12950,0.053,0.920,-0.021,-0.387,-26.465,-2.607,-49.301,0.029
10:39:46.926602,12966,0.069,0.923,-0.026,-0.378,-28.578,-2.786,-61.807,0.048
10:39:46.998221,12990,0.110,0.931,-0.042,-0.345,-31.547,-5.539,-97.890,0.100
10:39:47.031587,13014,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:47.097861,13022,0.155,0.944,-0.070,-0.282,-30.928,-9.961,-166.337,0.113
10:39:47.162979,13046,0.139,0.958,-0.072,-0.242,-22.950,-5.581,-209.020,0.027
10:39:47.233607,13062,0.147,0.962,-0.084,-0.216,-17.955,-4.486,-232.792,0.171
10:39:47.296044,13086,0.152,0.967,-0.081,-0.187,-7.913,-2.012,-259.585,0.204
10:39:47.362888,13110,0.137,0.973,-0.103,-0.154,2.839,2.871,-280.733,0.129
10:39:47.436068,13126,0.152,0.968,-0.124,-0.155,2.965,1.659,-289.794,0.246
10:39:47.501606,13150,0.136,0.971,-0.138,-0.137,6.891,4.994,-292.615,0.274
10:39:47.565553,13174,0.141,0.973,-0.110,-0.148,3.996,1.793,-281.532,0.093
10:39:47.638112,13198,0.140,0.968,-0.099,-0.185,-5.084,0.684,-259.660,0.189
10:39:47.785395,13246,0.132,0.956,-0.096,-0.245,-22.340,-7.606,-194.590,0.084
10:39:47.852836,13262,0.123,0.953,-0.081,-0.265,-26.654,-11.599,-171.229,0.077
10:39:47.918405,13286,0.114,0.946,-0.068,-0.297,-30.604,-17.547,-139.465,0.064
10:39:47.986661,13310,0.102,0.938,-0.055,-0.327,-29.328,-19.680,-113.778,0.027
10:39:48.058837,13326,0.098,0.935,-0.054,-0.337,-26.808,-20.061,-101.255,0.036
10:39:48.092246,13350,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:48.161779,13358,0.079,0.930,-0.051,-0.357,-22.073,-18.460,-83.281,0.028
10:39:48.225492,13382,0.077,0.928,-0.054,-0.361,-19.928,-17.158,-77.341,0.038
10:39:48.290621,13406,0.069,0.927,-0.054,-0.364,-18.939,-14.326,-73.453,0.035
10:39:48.364458,13430,0.063,0.928,-0.052,-0.364,-20.352,-13.864,-74.147,0.026
10:39:48.431817,13446,0.073,0.929,-0.053,-0.358,-21.724,-14.813,-80.468,0.034
10:39:48.497459,13470,0.078,0.934,-0.053,-0.344,-23.351,-14.752,-97.978,0.029
10:39:48.531640,13494,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:48.594821,13502,0.115,0.945,-0.075,-0.297,-23.512,-17.859,-144.061,0.072
10:39:48.669335,13526,0.125,0.957,-0.097,-0.244,-17.402,-17.442,-190.806,0.117
10:39:48.737376,13550,0.132,0.966,-0.109,-0.192,-6.107,-15.545,-235.069,0.233
10:39:48.802987,13566,0.120,0.973,-0.105,-0.165,0.899,-13.005,-259.787,0.316
10:39:48.874123,13590,0.127,0.978,-0.103,-0.127,11.330,-12.380,-284.137,0.492
10:39:48.940437,13614,0.123,0.978,-0.085,-0.147,6.394,-12.048,-287.745,0.182
10:39:49.010504,13630,0.122,0.975,-0.101,-0.157,0.703,-11.108,-272.913,0.206
10:39:49.071866,13654,0.139,0.966,-0.094,-0.194,-12.462,-17.332,-238.955,0.194
10:39:49.145178,13678,0.116,0.963,-0.082,-0.227,-25.945,-24.405,-194.578,0.068
10:39:49.211913,13702,0.119,0.954,-0.071,-0.266,-33.626,-35.343,-154.183,0.056
10:39:49.280091,13718,0.125,0.945,-0.057,-0.298,-36.107,-41.102,-131.154,0.023
10:39:49.343594,13742,0.138,0.932,-0.042,-0.333,-37.511,-50.320,-103.513,0.028
10:39:49.379478,13766,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:49.441230,13774,0.147,0.922,-0.048,-0.355,-34.823,-55.069,-78.396,0.031
10:39:49.513387,13798,0.135,0.924,-0.053,-0.352,-30.170,-52.853,-67.546,0.053
10:39:49.580691,13814,0.115,0.924,-0.051,-0.360,-27.195,-49.038,-60.910,0.043
10:39:49.647779,13838,0.126,0.918,-0.054,-0.372,-25.279,-45.932,-56.754,0.034
10:39:49.713372,13862,0.130,0.921,-0.064,-0.363,-25.959,-41.282,-66.804,0.032
10:39:49.780953,13878,0.122,0.926,-0.068,-0.350,-27.079,-36.983,-80.014,0.031
10:39:49.843687,13902,0.105,0.939,-0.081,-0.317,-27.019,-27.516,-110.603,0.013
10:39:49.918734,13926,0.123,0.951,-0.113,-0.262,-23.173,-18.663,-157.891,0.091
10:39:49.984527,13950,0.126,0.960,-0.142,-0.206,-13.708,-9.071,-215.377,0.114
10:39:50.052500,13966,0.133,0.963,-0.179,-0.152,-0.621,-4.194,-252.394,0.186
10:39:50.117401,13990,0.118,0.971,-0.175,-0.112,15.581,5.133,-298.547,0.278
10:39:50.184221,14014,0.094,0.976,-0.171,-0.098,25.533,16.519,-319.627,0.257
10:39:50.249017,14030,0.077,0.980,-0.164,-0.085,31.559,23.551,-325.902,0.307
10:39:50.322425,14054,0.122,0.969,-0.182,-0.112,21.543,19.399,-311.777,0.325
10:39:50.388133,14078,0.143,0.958,-0.171,-0.178,-0.208,18.103,-277.501,0.318
10:39:50.455244,14094,0.171,0.952,-0.138,-0.213,-11.529,10.812,-251.348,0.191
10:39:50.521146,14118,0.189,0.936,-0.141,-0.262,-24.642,4.197,-205.152,0.103
10:39:50.586525,14142,0.175,0.929,-0.118,-0.303,-27.638,2.596,-166.181,0.097
10:39:50.657823,14158,0.167,0.926,-0.109,-0.322,-26.858,1.827,-145.800,0.073
10:39:50.726500,14182,0.151,0.920,-0.098,-0.349,-24.326,2.083,-120.111,0.060
10:39:50.790429,14206,0.146,0.912,-0.092,-0.373,-21.818,1.718,-98.427,0.059
10:39:50.825704,14230,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:50.859144,14238,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:50.923159,14246,0.147,0.900,-0.087,-0.401,-18.249,1.041,-71.873,0.042
10:39:50.991354,14270,0.143,0.898,-0.089,-0.406,-16.257,3.091,-65.949,0.034
10:39:51.062752,14294,0.140,0.898,-0.094,-0.406,-14.004,8.700,-68.052,0.034
10:39:51.130514,14310,0.134,0.901,-0.099,-0.401,-13.094,13.639,-73.100,0.027
10:39:51.194710,14334,0.130,0.908,-0.110,-0.383,-14.017,22.522,-88.936,0.046
10:39:51.227227,14358,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:51.266916,14366,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:51.332858,14382,0.127,0.929,-0.134,-0.322,-18.011,39.103,-149.726,0.088
10:39:51.402611,14398,0.126,0.936,-0.146,-0.296,-16.281,45.745,-174.794,0.079
10:39:51.465140,14422,0.111,0.944,-0.168,-0.260,-8.484,61.711,-209.696,0.180
10:39:51.532368,14446,0.109,0.948,-0.188,-0.234,2.453,81.285,-246.914,0.037
10:39:51.597994,14462,0.095,0.951,-0.180,-0.234,11.848,99.952,-265.449,0.212
10:39:51.671081,14486,0.112,0.926,-0.247,-0.262,29.066,136.794,-281.961,0.482
10:39:51.707064,14510,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:51.738898,14518,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:51.773805,14526,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:51.806049,14542,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:51.839901,14550,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:51.869051,14558,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:51.903799,14574,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:51.937241,14582,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:51.970276,14590,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:52.006157,14606,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:52.033439,14614,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:52.066304,14622,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:52.105187,14638,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:52.138224,14646,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:52.173384,14654,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:52.207066,14670,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:52.239644,14678,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:52.274102,14686,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:52.303938,14702,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:52.339480,14710,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:52.370063,14718,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:52.404242,14734,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:52.436398,14742,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:52.469003,14750,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:52.503709,14766,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:52.539276,14774,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:52.576380,14790,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:52.610305,14798,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:52.643684,14806,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:52.675415,14822,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:52.707725,14830,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:52.741122,14838,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:52.773419,14854,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
