Time,Hex Data,fxBias,fyBias,fxBias,txBias,tyBias,tzBias
616256.6940676,0,    64,    54,   132,   -78,   -22,   -31,0.0,0.0,0.0,0.0,0.0,0.0
616256.6942267,0,    64,    55,   121,   -77,   -24,   -27,26.416807693895244,22.28918149172411,54.48466586865894,-0.7028926736955934,-0.19825177976029557,-0.27935478057132557
616256.7102219,0,    65,    54,   120,   -77,   -25,   -27,26.416807693895244,22.701944111941224,49.94427704627069,-0.6938812291610346,-0.21627466882941335,-0.24330900243309003
616256.7410034,0,    65,    55,   123,   -76,   -24,   -26,26.829570314112356,22.28918149172411,49.53151442605358,-0.6938812291610346,-0.22528611336397225,-0.24330900243309003
616256.7411146,0,    65,    56,   123,   -78,   -24,   -27,26.829570314112356,22.701944111941224,50.769802286704916,-0.6848697846264756,-0.21627466882941335,-0.23429755789853113
616256.741145,0,    65,    55,   124,   -77,   -24,   -28,26.829570314112356,23.114706732158336,50.769802286704916,-0.7028926736955934,-0.21627466882941335,-0.24330900243309003
616256.7731706,0,    64,    54,   122,   -77,   -23,   -28,26.829570314112356,22.701944111941224,51.18256490692203,-0.6938812291610346,-0.21627466882941335,-0.25232044696764894
616256.7733937,0,    65,    56,   124,   -77,   -24,   -27,26.416807693895244,22.28918149172411,50.35703966648781,-0.6938812291610346,-0.20726322429485447,-0.25232044696764894
616256.7889397,0,    65,    55,   124,   -77,   -24,   -27,26.829570314112356,23.114706732158336,51.18256490692203,-0.6938812291610346,-0.21627466882941335,-0.24330900243309003
616256.7890976,0,    64,    54,   122,   -77,   -23,   -28,26.829570314112356,22.701944111941224,51.18256490692203,-0.6938812291610346,-0.21627466882941335,-0.24330900243309003
616256.8200484,0,    64,    54,   123,   -77,   -23,   -28,26.416807693895244,22.28918149172411,50.35703966648781,-0.6938812291610346,-0.20726322429485447,-0.25232044696764894
616256.8201905,0,    65,    55,   124,   -77,   -24,   -26,26.416807693895244,22.28918149172411,50.769802286704916,-0.6938812291610346,-0.20726322429485447,-0.25232044696764894
616256.8520167,0,    65,    55,   124,   -77,   -24,   -26,26.829570314112356,22.701944111941224,51.18256490692203,-0.6938812291610346,-0.21627466882941335,-0.23429755789853113
616256.8521304,0,    65,    55,   122,   -77,   -23,   -28,26.829570314112356,22.701944111941224,51.18256490692203,-0.6938812291610346,-0.21627466882941335,-0.23429755789853113
616256.8521611,0,    66,    53,   123,   -78,   -24,   -27,26.829570314112356,22.701944111941224,50.35703966648781,-0.6938812291610346,-0.20726322429485447,-0.25232044696764894
616256.8679663,0,    65,    55,   123,   -76,   -24,   -26,27.24233293432947,21.876418871507,50.769802286704916,-0.7028926736955934,-0.21627466882941335,-0.24330900243309003
616256.8988974,0,    66,    55,   122,   -77,   -23,   -27,26.829570314112356,22.701944111941224,50.769802286704916,-0.6848697846264756,-0.21627466882941335,-0.23429755789853113
616256.8990189,0,    64,    55,   123,   -78,   -24,   -28,27.24233293432947,22.701944111941224,50.35703966648781,-0.6938812291610346,-0.20726322429485447,-0.24330900243309003
616256.8990582,0,    65,    54,   122,   -77,   -23,   -27,26.416807693895244,22.701944111941224,50.769802286704916,-0.7028926736955934,-0.21627466882941335,-0.25232044696764894
616256.9299574,0,    66,    56,   123,   -78,   -24,   -27,26.829570314112356,22.28918149172411,50.35703966648781,-0.6938812291610346,-0.20726322429485447,-0.24330900243309003
616256.9300732,0,    65,    55,   124,   -77,   -24,   -28,27.24233293432947,23.114706732158336,50.769802286704916,-0.7028926736955934,-0.21627466882941335,-0.24330900243309003
616256.930113,0,    66,    55,   122,   -77,   -23,   -28,26.829570314112356,22.701944111941224,51.18256490692203,-0.6938812291610346,-0.21627466882941335,-0.25232044696764894
616256.9608312,0,    64,    54,   124,   -77,   -24,   -28,27.24233293432947,22.701944111941224,50.35703966648781,-0.6938812291610346,-0.20726322429485447,-0.25232044696764894
616256.9610049,0,    65,    55,   123,   -77,   -25,   -26,26.416807693895244,22.28918149172411,51.18256490692203,-0.6938812291610346,-0.21627466882941335,-0.25232044696764894
616256.9928424,0,    66,    56,   124,   -77,   -24,   -27,26.829570314112356,22.701944111941224,50.769802286704916,-0.6938812291610346,-0.22528611336397225,-0.23429755789853113
616256.9929663,0,    64,    54,   123,   -78,   -24,   -28,27.24233293432947,23.114706732158336,51.18256490692203,-0.6938812291610346,-0.21627466882941335,-0.24330900243309003
616256.9929975,0,    65,    54,   123,   -77,   -24,   -28,26.416807693895244,22.28918149172411,50.769802286704916,-0.7028926736955934,-0.21627466882941335,-0.25232044696764894
616257.0090571,0,    65,    55,   122,   -76,   -25,   -27,26.829570314112356,22.28918149172411,50.769802286704916,-0.6938812291610346,-0.21627466882941335,-0.25232044696764894
616257.0400188,0,    65,    55,   123,   -76,   -24,   -26,26.829570314112356,22.701944111941224,50.35703966648781,-0.6848697846264756,-0.22528611336397225,-0.24330900243309003
616257.0402015,0,    65,    55,   123,   -78,   -24,   -28,26.829570314112356,22.701944111941224,50.769802286704916,-0.6848697846264756,-0.21627466882941335,-0.23429755789853113
616257.040251,0,    64,    55,   121,   -77,   -23,   -28,26.829570314112356,22.701944111941224,50.769802286704916,-0.7028926736955934,-0.21627466882941335,-0.25232044696764894
616257.0707864,0,    65,    53,   124,   -78,   -24,   -28,26.416807693895244,22.701944111941224,49.94427704627069,-0.6938812291610346,-0.20726322429485447,-0.25232044696764894
616257.070897,0,    65,    55,   124,   -77,   -24,   -28,26.829570314112356,21.876418871507,51.18256490692203,-0.7028926736955934,-0.21627466882941335,-0.25232044696764894
616257.070927,0,    65,    54,   122,   -77,   -23,   -27,26.829570314112356,22.701944111941224,51.18256490692203,-0.6938812291610346,-0.21627466882941335,-0.25232044696764894
616257.1027529,0,    64,    55,   123,   -77,   -23,   -28,26.829570314112356,22.28918149172411,50.35703966648781,-0.6938812291610346,-0.20726322429485447,-0.24330900243309003
616257.1029626,0,    66,    54,   122,   -78,   -25,   -27,26.416807693895244,22.701944111941224,50.769802286704916,-0.6938812291610346,-0.20726322429485447,-0.25232044696764894
616257.1188034,0,    65,    55,   124,   -77,   -24,   -26,27.24233293432947,22.28918149172411,50.35703966648781,-0.7028926736955934,-0.22528611336397225,-0.24330900243309003
616257.118974,0,    65,    55,   123,   -77,   -24,   -27,26.829570314112356,22.701944111941224,51.18256490692203,-0.6938812291610346,-0.21627466882941335,-0.23429755789853113
616257.1505898,0,    65,    55,   122,   -77,   -23,   -28,26.829570314112356,22.701944111941224,50.769802286704916,-0.6938812291610346,-0.21627466882941335,-0.24330900243309003
616257.1508556,0,    66,    56,   124,   -77,   -24,   -27,26.829570314112356,22.701944111941224,50.35703966648781,-0.6938812291610346,-0.20726322429485447,-0.25232044696764894
616257.1510185,0,    65,    56,   123,   -76,   -24,   -27,27.24233293432947,23.114706732158336,51.18256490692203,-0.6938812291610346,-0.21627466882941335,-0.24330900243309003
616257.1666675,0,    64,    55,   124,   -77,   -24,   -28,26.829570314112356,23.114706732158336,50.769802286704916,-0.6848697846264756,-0.21627466882941335,-0.24330900243309003
616257.197453,0,    65,    54,   122,   -77,   -23,   -27,26.416807693895244,22.701944111941224,51.18256490692203,-0.6938812291610346,-0.21627466882941335,-0.25232044696764894
616257.1975518,0,    64,    54,   123,   -77,   -23,   -28,26.829570314112356,22.28918149172411,50.35703966648781,-0.6938812291610346,-0.20726322429485447,-0.24330900243309003
616257.1975864,0,    65,    55,   122,   -77,   -23,   -27,26.416807693895244,22.28918149172411,50.769802286704916,-0.6938812291610346,-0.20726322429485447,-0.25232044696764894
616257.2286742,0,    64,    55,   122,   -77,   -23,   -28,26.829570314112356,22.701944111941224,50.35703966648781,-0.6938812291610346,-0.20726322429485447,-0.24330900243309003
616257.2288066,0,    65,    55,   123,   -76,   -24,   -28,26.416807693895244,22.701944111941224,50.35703966648781,-0.6938812291610346,-0.20726322429485447,-0.25232044696764894
616257.2609135,0,    65,    54,   122,   -77,   -23,   -26,26.829570314112356,22.701944111941224,50.769802286704916,-0.6848697846264756,-0.21627466882941335,-0.25232044696764894
616257.2610329,0,    65,    55,   123,   -76,   -24,   -26,26.829570314112356,22.28918149172411,50.35703966648781,-0.6938812291610346,-0.20726322429485447,-0.23429755789853113
616257.2610842,0,    64,    54,   124,   -77,   -24,   -28,26.829570314112356,22.701944111941224,50.769802286704916,-0.6848697846264756,-0.21627466882941335,-0.23429755789853113
616257.2766701,0,    65,    54,   122,   -77,   -23,   -27,26.416807693895244,22.28918149172411,51.18256490692203,-0.6938812291610346,-0.21627466882941335,-0.25232044696764894
616257.3087452,0,    65,    55,   123,   -76,   -24,   -26,26.829570314112356,22.28918149172411,50.35703966648781,-0.6938812291610346,-0.20726322429485447,-0.24330900243309003
616257.3088599,0,    66,    55,   124,   -77,   -24,   -27,26.829570314112356,22.701944111941224,50.769802286704916,-0.6848697846264756,-0.21627466882941335,-0.23429755789853113
616257.3088927,0,    65,    54,   122,   -77,   -23,   -27,27.24233293432947,22.701944111941224,51.18256490692203,-0.6938812291610346,-0.21627466882941335,-0.24330900243309003
616257.3245194,0,    64,    54,   122,   -77,   -23,   -28,26.829570314112356,22.28918149172411,50.35703966648781,-0.6938812291610346,-0.20726322429485447,-0.24330900243309003
616257.3554345,0,    66,    54,   124,   -78,   -24,   -27,26.416807693895244,22.28918149172411,50.35703966648781,-0.6938812291610346,-0.20726322429485447,-0.25232044696764894
616257.3555526,0,    65,    56,   124,   -77,   -24,   -27,27.24233293432947,22.28918149172411,51.18256490692203,-0.7028926736955934,-0.21627466882941335,-0.24330900243309003
616257.3555963,0,    65,    55,   123,   -78,   -24,   -26,26.829570314112356,23.114706732158336,51.18256490692203,-0.6938812291610346,-0.21627466882941335,-0.24330900243309003
616257.3865036,0,    64,    55,   123,   -78,   -24,   -28,26.829570314112356,22.701944111941224,50.769802286704916,-0.7028926736955934,-0.21627466882941335,-0.23429755789853113
616257.3866845,0,    65,    54,   123,   -77,   -24,   -26,26.416807693895244,22.701944111941224,50.769802286704916,-0.7028926736955934,-0.21627466882941335,-0.25232044696764894
616257.3867147,0,    65,    55,   124,   -77,   -24,   -26,26.829570314112356,22.28918149172411,50.769802286704916,-0.6938812291610346,-0.21627466882941335,-0.23429755789853113
616257.4175847,0,    65,    55,   124,   -77,   -24,   -27,26.829570314112356,22.701944111941224,51.18256490692203,-0.6938812291610346,-0.21627466882941335,-0.23429755789853113
616257.4177446,0,    65,    54,   122,   -77,   -23,   -27,26.829570314112356,22.701944111941224,51.18256490692203,-0.6938812291610346,-0.21627466882941335,-0.24330900243309003
616257.4497127,0,    65,    55,   124,   -77,   -24,   -28,26.829570314112356,22.28918149172411,50.35703966648781,-0.6938812291610346,-0.20726322429485447,-0.24330900243309003
616257.4498168,0,    65,    55,   124,   -77,   -24,   -26,26.829570314112356,22.701944111941224,51.18256490692203,-0.6938812291610346,-0.21627466882941335,-0.25232044696764894
616257.4498484,0,    65,    55,   124,   -77,   -24,   -28,26.829570314112356,22.701944111941224,51.18256490692203,-0.6938812291610346,-0.21627466882941335,-0.23429755789853113
616257.4652361,0,    64,    54,   122,   -77,   -23,   -28,26.829570314112356,22.701944111941224,51.18256490692203,-0.6938812291610346,-0.21627466882941335,-0.25232044696764894
616257.4968998,0,    64,    54,   123,   -77,   -23,   -27,26.416807693895244,22.28918149172411,50.35703966648781,-0.6938812291610346,-0.20726322429485447,-0.25232044696764894
616257.497039,0,    65,    55,   123,   -78,   -24,   -26,26.416807693895244,22.28918149172411,50.769802286704916,-0.6938812291610346,-0.20726322429485447,-0.24330900243309003
616257.4970821,0,    66,    55,   122,   -78,   -25,   -27,26.829570314112356,22.701944111941224,50.769802286704916,-0.7028926736955934,-0.21627466882941335,-0.23429755789853113
616257.5272099,0,    64,    54,   123,   -77,   -23,   -28,27.24233293432947,22.701944111941224,50.35703966648781,-0.7028926736955934,-0.22528611336397225,-0.24330900243309003
616257.5273835,0,    65,    55,   122,   -78,   -24,   -26,26.416807693895244,22.28918149172411,50.769802286704916,-0.6938812291610346,-0.20726322429485447,-0.25232044696764894
616257.5274217,0,    65,    56,   123,   -76,   -24,   -27,26.829570314112356,22.701944111941224,50.35703966648781,-0.7028926736955934,-0.21627466882941335,-0.23429755789853113
616257.5592839,0,    65,    55,   124,   -77,   -24,   -27,26.829570314112356,23.114706732158336,50.769802286704916,-0.6848697846264756,-0.21627466882941335,-0.24330900243309003
616257.5594891,0,    65,    54,   122,   -77,   -23,   -27,26.829570314112356,22.701944111941224,51.18256490692203,-0.6938812291610346,-0.21627466882941335,-0.24330900243309003
616257.5752176,0,    65,    55,   124,   -77,   -24,   -28,26.829570314112356,22.28918149172411,50.35703966648781,-0.6938812291610346,-0.20726322429485447,-0.24330900243309003
616257.5753144,0,    65,    55,   123,   -78,   -24,   -26,26.829570314112356,22.701944111941224,51.18256490692203,-0.6938812291610346,-0.21627466882941335,-0.25232044696764894
616257.6060732,0,    64,    55,   123,   -78,   -24,   -28,26.829570314112356,22.701944111941224,50.769802286704916,-0.7028926736955934,-0.21627466882941335,-0.23429755789853113
616257.6061941,0,    66,    54,   122,   -77,   -23,   -28,26.416807693895244,22.701944111941224,50.769802286704916,-0.7028926736955934,-0.21627466882941335,-0.25232044696764894
616257.6383258,0,    65,    55,   123,   -77,   -24,   -27,27.24233293432947,22.28918149172411,50.35703966648781,-0.6938812291610346,-0.20726322429485447,-0.25232044696764894
616257.6384358,0,    65,    56,   124,   -77,   -24,   -27,26.829570314112356,22.701944111941224,50.769802286704916,-0.6938812291610346,-0.21627466882941335,-0.24330900243309003
616257.6384679,0,    65,    55,   123,   -76,   -24,   -26,26.829570314112356,23.114706732158336,51.18256490692203,-0.6938812291610346,-0.21627466882941335,-0.24330900243309003
616257.6703659,0,    64,    54,   124,   -77,   -24,   -28,26.829570314112356,22.701944111941224,50.769802286704916,-0.6848697846264756,-0.21627466882941335,-0.23429755789853113
616257.670634,0,    65,    54,   122,   -78,   -23,   -28,26.416807693895244,22.28918149172411,51.18256490692203,-0.6938812291610346,-0.21627466882941335,-0.25232044696764894
616257.6706534,0,    65,    55,   123,   -76,   -24,   -26,26.829570314112356,22.28918149172411,50.35703966648781,-0.7028926736955934,-0.20726322429485447,-0.25232044696764894
616257.6865302,0,    65,    55,   124,   -77,   -24,   -28,26.829570314112356,22.701944111941224,50.769802286704916,-0.6848697846264756,-0.21627466882941335,-0.23429755789853113
616257.7181434,0,    64,    54,   122,   -77,   -23,   -28,26.829570314112356,22.701944111941224,51.18256490692203,-0.6938812291610346,-0.21627466882941335,-0.25232044696764894
616257.7182165,0,    65,    55,   124,   -77,   -24,   -27,26.416807693895244,22.28918149172411,50.35703966648781,-0.6938812291610346,-0.20726322429485447,-0.25232044696764894
616257.7182356,0,    65,    56,   123,   -76,   -24,   -26,26.829570314112356,22.701944111941224,51.18256490692203,-0.6938812291610346,-0.21627466882941335,-0.24330900243309003
616257.7344407,0,    65,    56,   124,   -77,   -24,   -27,26.829570314112356,23.114706732158336,50.769802286704916,-0.6848697846264756,-0.21627466882941335,-0.23429755789853113
616257.7500222,0,    64,    54,   122,   -77,   -23,   -28,26.829570314112356,23.114706732158336,51.18256490692203,-0.6938812291610346,-0.21627466882941335,-0.24330900243309003
616257.750118,0,    65,    54,   124,   -78,   -24,   -27,26.416807693895244,22.28918149172411,50.35703966648781,-0.6938812291610346,-0.20726322429485447,-0.25232044696764894
616257.7808534,0,    65,    55,   124,   -77,   -24,   -26,26.829570314112356,22.28918149172411,51.18256490692203,-0.7028926736955934,-0.21627466882941335,-0.24330900243309003
616257.7809581,0,    65,    55,   122,   -76,   -24,   -27,26.829570314112356,22.701944111941224,51.18256490692203,-0.6938812291610346,-0.21627466882941335,-0.23429755789853113
616257.7968982,0,    64,    54,   124,   -77,   -24,   -28,26.829570314112356,22.701944111941224,50.35703966648781,-0.6848697846264756,-0.21627466882941335,-0.24330900243309003
616257.7970373,0,    64,    55,   122,   -77,   -23,   -28,26.416807693895244,22.28918149172411,51.18256490692203,-0.6938812291610346,-0.21627466882941335,-0.25232044696764894
616257.8131487,0,    65,    55,   124,   -77,   -24,   -27,26.416807693895244,22.701944111941224,50.35703966648781,-0.6938812291610346,-0.20726322429485447,-0.25232044696764894
616257.8439421,0,    64,    55,   124,   -77,   -24,   -28,26.829570314112356,22.701944111941224,51.18256490692203,-0.6938812291610346,-0.21627466882941335,-0.24330900243309003
616257.8440512,0,    65,    54,   122,   -77,   -23,   -27,26.416807693895244,22.701944111941224,51.18256490692203,-0.6938812291610346,-0.21627466882941335,-0.25232044696764894
616257.8440756,0,    65,    55,   124,   -77,   -24,   -28,26.829570314112356,22.28918149172411,50.35703966648781,-0.6938812291610346,-0.20726322429485447,-0.24330900243309003
616257.8758786,0,    65,    55,   123,   -77,   -24,   -27,26.829570314112356,22.701944111941224,51.18256490692203,-0.6938812291610346,-0.21627466882941335,-0.25232044696764894
616257.8760088,0,    65,    55,   123,   -78,   -24,   -26,26.829570314112356,22.701944111941224,50.769802286704916,-0.6938812291610346,-0.21627466882941335,-0.24330900243309003
616257.8919634,0,    64,    55,   124,   -77,   -24,   -28,26.829570314112356,22.701944111941224,50.769802286704916,-0.7028926736955934,-0.21627466882941335,-0.23429755789853113
616257.8920592,0,    65,    54,   124,   -78,   -24,   -27,26.416807693895244,22.701944111941224,51.18256490692203,-0.6938812291610346,-0.21627466882941335,-0.25232044696764894
616257.922725,0,    65,    56,   123,   -77,   -25,   -27,26.829570314112356,22.28918149172411,51.18256490692203,-0.7028926736955934,-0.21627466882941335,-0.24330900243309003
616257.9228848,0,    65,    56,   124,   -77,   -24,   -27,26.829570314112356,23.114706732158336,50.769802286704916,-0.6938812291610346,-0.22528611336397225,-0.24330900243309003
616257.9537462,0,    64,    54,   122,   -77,   -23,   -28,26.829570314112356,23.114706732158336,51.18256490692203,-0.6938812291610346,-0.21627466882941335,-0.24330900243309003
616257.9538589,0,    65,    54,   122,   -77,   -23,   -27,26.416807693895244,22.28918149172411,50.35703966648781,-0.6938812291610346,-0.20726322429485447,-0.25232044696764894
616257.9538943,0,    65,    54,   123,   -77,   -24,   -27,26.829570314112356,22.28918149172411,50.35703966648781,-0.6938812291610346,-0.20726322429485447,-0.24330900243309003
616257.9857571,0,    65,    55,   124,   -77,   -24,   -28,26.829570314112356,22.28918149172411,50.769802286704916,-0.6938812291610346,-0.21627466882941335,-0.24330900243309003
