Format Version,1.25,Take Name,Take 2025-06-05 03.55.40 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-06-05 03.55.41.085 PM,Capture Start Frame,158944,Total Frames in Take,4364,Total Exported Frames,4364,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,key2,key2,key2,key2,key2,key2,SyncLEDs,SyncLEDs,SyncLEDs,SyncLEDs,SyncLEDs,SyncLEDs
,ID,4ABBF7FD425E11F0B926ABA502A08FB6,4ABBF7FD425E11F0B926ABA502A08FB6,4ABBF7FD425E11F0B926ABA502A08FB6,4ABBF7FD425E11F0B926ABA502A08FB6,4ABBF7FD425E11F0B926ABA502A08FB6,4ABBF7FD425E11F0B926ABA502A08FB6,937E192C425F11F0B926ABA502A08FB6,937E192C425F11F0B926ABA502A08FB6,937E192C425F11F0B926ABA502A08FB6,937E192C425F11F0B926ABA502A08FB6,937E192C425F11F0B926ABA502A08FB6,937E192C425F11F0B926ABA502A08FB6
,Parent,,,,,,,,,,,,
,,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1044,8.700000,7.216467,-11.721984,4.333527,-14.991004,44.731659,396.806641,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1045,8.708333,7.221153,-11.712383,4.313700,-14.993836,44.685699,396.780670,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1046,8.716667,7.217168,-11.697973,4.289606,-15.016667,44.657837,396.791504,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1047,8.725000,7.212259,-11.690667,4.264295,-15.045537,44.636414,396.776550,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1048,8.733333,7.228733,-11.680954,4.244326,-15.076181,44.634045,396.731201,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1049,8.741667,7.204375,-11.656165,4.214419,-15.119619,44.640366,396.666748,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1050,8.750000,7.182354,-11.639327,4.185267,-15.172799,44.673431,396.585632,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1051,8.758333,7.166199,-11.610663,4.157663,-15.237695,44.731892,396.499329,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1052,8.766667,7.098472,-11.597478,4.121772,-15.291814,44.778683,396.335754,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1053,8.775000,7.047334,-11.574550,4.086947,-15.352345,44.838299,396.138031,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1054,8.783333,6.992711,-11.592328,4.043708,-15.409476,44.877499,395.906921,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1055,8.791667,6.952624,-11.603923,4.023931,-15.487067,44.930008,395.680481,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1056,8.800000,6.879539,-11.610358,3.992374,-15.583134,44.970741,395.411774,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1057,8.808333,6.731256,-11.526374,3.988687,-15.702419,45.014565,395.075287,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1058,8.816667,6.667429,-11.508593,3.980284,-15.861769,45.038010,394.840210,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1059,8.825000,6.596212,-11.479594,3.977630,-16.037069,45.038845,394.581512,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1060,8.833333,6.565665,-11.434411,3.982824,-16.233261,45.037212,394.344940,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1061,8.841667,6.554803,-11.433814,4.000534,-16.458101,45.016068,394.194916,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1062,8.850000,6.520214,-11.391659,3.998079,-16.669043,44.992519,394.021027,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1063,8.858333,6.498094,-11.390364,3.996272,-16.874620,44.965855,393.889008,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1064,8.866667,6.467635,-11.378293,3.986231,-17.069239,44.930984,393.756500,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1065,8.875000,6.434919,-11.343460,3.971472,-17.259398,44.892033,393.627838,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1066,8.883333,6.423013,-11.362272,3.960052,-17.428352,44.849693,393.535370,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1067,8.891667,6.460658,-11.422523,3.918601,-17.586302,44.781544,393.511414,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1068,8.900000,6.451165,-11.426865,3.889386,-17.711880,44.727589,393.439209,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1069,8.908333,6.429271,-11.415995,3.842832,-17.805885,44.669357,393.338043,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1070,8.916667,6.409339,-11.444687,3.784395,-17.870743,44.605053,393.242126,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1071,8.925000,6.381510,-11.496655,3.726851,-17.910355,44.529301,393.174072,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1072,8.933333,6.363337,-11.554568,3.676633,-17.924704,44.459152,393.103699,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1073,8.941667,6.323663,-11.573332,3.615094,-17.903135,44.384575,393.012726,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1074,8.950000,6.292637,-11.601767,3.563290,-17.864943,44.315674,392.946838,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1075,8.958333,6.278704,-11.634763,3.475402,-17.798878,44.225891,392.915009,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1076,8.966667,6.226627,-11.653458,3.385257,-17.698629,44.143368,392.863861,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1077,8.975000,6.201124,-11.652311,3.282933,-17.556337,44.066521,392.789429,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1078,8.983333,6.170512,-11.661457,3.174032,-17.387743,43.990215,392.713226,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1079,8.991667,6.176792,-11.763236,3.027820,-17.226921,43.885189,392.760864,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1080,9.000000,6.184324,-11.844163,2.908259,-17.082867,43.798775,392.780182,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1081,9.008333,6.201035,-11.898971,2.788153,-16.944147,43.698971,392.753784,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1082,9.016667,6.140155,-11.940599,2.675274,-16.871191,43.580215,392.775116,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1083,9.025000,6.216426,-12.058592,2.577453,-16.834890,43.452374,392.836517,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1084,9.033333,6.162549,-12.056683,2.507247,-16.850376,43.331303,392.807007,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1085,9.041667,6.081846,-12.027411,2.446114,-16.910774,43.203445,392.758942,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1086,9.050000,6.032315,-11.982381,2.404121,-17.027803,43.104546,392.723785,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1087,9.058333,5.963002,-11.950111,2.366504,-17.149628,42.999706,392.646698,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1088,9.066667,5.912173,-11.954298,2.318712,-17.294943,42.892212,392.587372,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1089,9.075000,5.798410,-11.929557,2.277156,-17.467644,42.799591,392.436584,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1090,9.083333,5.706324,-11.951780,2.230377,-17.659906,42.719326,392.341949,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1091,9.091667,5.594234,-11.948107,2.192338,-17.885647,42.647671,392.248199,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1092,9.100000,5.528080,-11.944014,2.170261,-18.130125,42.578259,392.109894,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1093,9.108333,5.425163,-11.923520,2.142876,-18.408592,42.514206,392.025360,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1094,9.116667,5.340636,-11.943868,2.123473,-18.700232,42.462994,391.948059,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1095,9.125000,5.270640,-11.919340,2.102554,-18.980429,42.417961,391.898773,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1096,9.133333,5.196679,-11.877056,2.076220,-19.247305,42.383827,391.854950,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1097,9.141667,5.160937,-11.872220,2.049275,-19.474270,42.390194,391.817505,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1098,9.150000,5.104759,-11.865931,2.001400,-19.675230,42.404297,391.813080,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1099,9.158333,5.071615,-11.842413,1.939187,-19.814203,42.441666,391.727051,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1100,9.166667,4.995833,-11.848717,1.847055,-19.893150,42.483829,391.613098,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1101,9.175000,4.960182,-11.869089,1.765253,-19.949646,42.554409,391.529144,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1102,9.183333,4.889957,-11.896833,1.660966,-19.962576,42.615921,391.403809,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1103,9.191667,4.822867,-11.936696,1.555447,-19.945105,42.683487,391.240540,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1104,9.200000,4.713509,-11.973265,1.451802,-19.911373,42.737881,391.065674,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1105,9.208333,4.583334,-11.987309,1.336114,-19.866787,42.809483,390.865356,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1106,9.216667,4.470218,-11.988913,1.239992,-19.822598,42.869289,390.670044,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1107,9.225000,4.376952,-11.926781,1.153749,-19.767105,42.931622,390.496918,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1108,9.233333,4.282871,-11.884503,1.052277,-19.722851,43.004509,390.344116,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1109,9.241667,4.223338,-11.844537,0.958367,-19.674551,43.080387,390.264771,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1110,9.250000,4.188019,-11.832848,0.866534,-19.617739,43.158539,390.217926,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1111,9.258333,4.143856,-11.858879,0.763375,-19.557510,43.241035,390.188721,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1112,9.266667,4.109792,-11.843515,0.656558,-19.497789,43.342308,390.223755,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1113,9.275000,4.099305,-11.843041,0.582092,-19.467279,43.459324,390.275848,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1114,9.283333,4.075830,-11.814659,0.504001,-19.451529,43.580288,390.315094,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1115,9.291667,4.019099,-11.773790,0.415449,-19.436337,43.705055,390.364319,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1116,9.300000,3.991152,-11.724818,0.325969,-19.409782,43.848774,390.396027,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1117,9.308333,3.892977,-11.687184,0.237139,-19.391794,43.981892,390.458954,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1118,9.316667,3.864994,-11.666758,0.157295,-19.357973,44.132961,390.521515,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1119,9.325000,3.809315,-11.681221,0.066454,-19.353001,44.293079,390.595764,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1120,9.333333,3.782564,-11.670049,0.008718,-19.365881,44.443130,390.683746,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1121,9.341667,3.747131,-11.673576,-0.051727,-19.412159,44.594868,390.793121,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1122,9.350000,3.754456,-11.653322,-0.100126,-19.474287,44.750343,390.909332,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1123,9.358333,3.778327,-11.641950,-0.122136,-19.563250,44.902519,391.047302,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1124,9.366667,3.770617,-11.615787,-0.153211,-19.673948,45.050320,391.251648,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1125,9.375000,3.772059,-11.599890,-0.189416,-19.784132,45.199032,391.472015,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1126,9.383333,3.816305,-11.577579,-0.220957,-19.868301,45.346684,391.663055,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1127,9.391667,3.830281,-11.585472,-0.267153,-19.960024,45.492786,391.954498,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1128,9.400000,3.901062,-11.595846,-0.298741,-20.027943,45.640404,392.195435,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1129,9.408333,3.937246,-11.646800,-0.339888,-20.081381,45.778999,392.407349,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1130,9.416667,3.982826,-11.642928,-0.362611,-20.120926,45.911057,392.590271,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1131,9.425000,3.999644,-11.631063,-0.407095,-20.153555,46.044006,392.771790,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1132,9.433333,4.019423,-11.630686,-0.444661,-20.189861,46.171860,392.933685,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1133,9.441667,4.042371,-11.613694,-0.485584,-20.209213,46.292446,393.071228,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1134,9.450000,4.055964,-11.616036,-0.526747,-20.216852,46.412663,393.209778,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1135,9.458333,4.061448,-11.632768,-0.584897,-20.215105,46.532963,393.338165,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1136,9.466667,4.094345,-11.642443,-0.633048,-20.206947,46.665871,393.455200,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1137,9.475000,4.104845,-11.648316,-0.677963,-20.197704,46.786987,393.556335,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1138,9.483333,4.130492,-11.642984,-0.730082,-20.197521,46.925865,393.665527,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1139,9.491667,4.110200,-11.645025,-0.792062,-20.196489,47.060322,393.715546,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1140,9.500000,4.148662,-11.678521,-0.819418,-20.195797,47.188877,393.777100,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1141,9.508333,4.156449,-11.695807,-0.859499,-20.208902,47.316811,393.819916,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1142,9.516667,4.201157,-11.728469,-0.882917,-20.216841,47.452053,393.865601,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1143,9.525000,4.193455,-11.763793,-0.921307,-20.234640,47.592323,393.868011,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1144,9.533333,4.170555,-11.788929,-0.942144,-20.273317,47.722858,393.830536,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1145,9.541667,4.156929,-11.782340,-0.948442,-20.315027,47.853405,393.772186,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1146,9.550000,4.102506,-11.723415,-0.949712,-20.363604,47.987686,393.659729,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1147,9.558333,4.080236,-11.706652,-0.949595,-20.414492,48.130707,393.601898,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1148,9.566667,4.059650,-11.692781,-0.964948,-20.456638,48.280525,393.550690,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1149,9.575000,4.068477,-11.666951,-0.963438,-20.495396,48.442326,393.577667,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1150,9.583333,4.057276,-11.648219,-0.968122,-20.487097,48.583603,393.568115,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1151,9.591667,4.057483,-11.635673,-1.006491,-20.439972,48.729115,393.610352,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1152,9.600000,4.095136,-11.658714,-1.041126,-20.341509,48.868179,393.658203,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1153,9.608333,4.103670,-11.690394,-1.086870,-20.227982,49.017242,393.747650,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1154,9.616667,4.149333,-11.700173,-1.131664,-20.071772,49.175228,393.838135,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1155,9.625000,4.180430,-11.733178,-1.180976,-19.900702,49.335552,393.988068,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1156,9.633333,4.252193,-11.767500,-1.240929,-19.717890,49.528934,394.176392,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1157,9.641667,4.307989,-11.851228,-1.295030,-19.490469,49.711784,394.390137,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1158,9.650000,4.332299,-11.834905,-1.331704,-19.237247,49.912754,394.467529,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1159,9.658333,4.360394,-11.858314,-1.385499,-18.910730,50.118393,394.495361,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1160,9.666667,4.392684,-11.938531,-1.440261,-18.582727,50.328999,394.630341,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1161,9.675000,4.397831,-11.939557,-1.506347,-18.207180,50.563354,394.661194,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1162,9.683333,4.445376,-12.038044,-1.550690,-17.784409,50.802986,394.762756,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1163,9.691667,4.334786,-11.956613,-1.624866,-17.339458,51.036591,394.698273,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1164,9.700000,4.378607,-11.950372,-1.697767,-16.852245,51.277122,394.645721,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1165,9.708333,4.410035,-12.043921,-1.776771,-16.365150,51.523464,394.784241,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1166,9.716667,4.372514,-11.954347,-1.862617,-15.836723,51.805283,394.742432,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1167,9.725000,4.400734,-11.933191,-1.947674,-15.328434,52.072010,394.790955,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1168,9.733333,4.486034,-12.050511,-2.049251,-14.836211,52.350410,395.086365,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1169,9.741667,4.579389,-12.075792,-2.137800,-14.308178,52.641052,395.275940,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1170,9.750000,4.605976,-12.026533,-2.225773,-13.772065,52.949360,395.400421,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1171,9.758333,4.714300,-12.206770,-2.316592,-13.296874,53.248707,395.828735,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1172,9.766667,4.911180,-12.242924,-2.387750,-12.800296,53.541805,395.998901,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1173,9.775000,5.163589,-12.502971,-2.429910,-12.405718,53.823364,396.358307,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1174,9.783333,5.233475,-12.595596,-2.436545,-12.064263,54.090511,396.617126,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1175,9.791667,5.344624,-12.547061,-2.447345,-11.780722,54.329987,396.682037,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1176,9.800000,5.415021,-12.604502,-2.402924,-11.587840,54.603374,396.892029,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1177,9.808333,5.445533,-12.726317,-2.395396,-11.464292,54.816517,397.136230,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1178,9.816667,5.508711,-12.783921,-2.376417,-11.365114,55.010738,397.274536,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1179,9.825000,5.538099,-12.758441,-2.293696,-11.294133,55.274906,397.340790,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1180,9.833333,5.509033,-12.522450,-2.308835,-11.210166,55.427177,397.119781,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1181,9.841667,5.544686,-12.499315,-2.285716,-11.187624,55.607796,397.186340,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1182,9.850000,5.599338,-12.492792,-2.269095,-11.168486,55.791191,397.209808,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1183,9.858333,5.675857,-12.505273,-2.244111,-11.179435,55.963699,397.266846,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1184,9.866667,5.632393,-12.455439,-2.186760,-11.208512,56.155441,397.249359,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1185,9.875000,5.728973,-12.472452,-2.113568,-11.280051,56.349995,397.302032,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1186,9.883333,5.776599,-12.438837,-2.028736,-11.373050,56.544479,397.293091,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1187,9.891667,5.838502,-12.386612,-1.974651,-11.512674,56.712799,397.308624,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1188,9.900000,6.044744,-12.643044,-1.854874,-11.674062,56.935188,397.596130,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1189,9.908333,5.982550,-12.579464,-1.783343,-11.846767,57.133156,397.675140,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1190,9.916667,6.098561,-12.550261,-1.738102,-11.970559,57.295414,397.634186,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1191,9.925000,6.209762,-12.556864,-1.697463,-12.096573,57.461136,397.652008,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1192,9.933333,6.161434,-12.610095,-1.556276,-12.189134,57.718018,397.700226,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1193,9.941667,6.172501,-12.333018,-1.621127,-12.221247,57.808525,397.296051,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1194,9.950000,6.294202,-12.199026,-1.750916,-12.250998,57.855999,397.048004,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1195,9.958333,6.326375,-12.124363,-1.777485,-12.262345,57.984272,396.851562,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1196,9.966667,6.301543,-12.130013,-1.779845,-12.276095,58.121498,396.709473,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1197,9.975000,6.341405,-12.202017,-1.729243,-12.299763,58.306263,396.675018,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1198,9.983333,6.324736,-12.311778,-1.684836,-12.339612,58.473484,396.677277,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1199,9.991667,6.332654,-12.474445,-1.624324,-12.383764,58.637566,396.719482,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1200,10.000000,6.345161,-12.664429,-1.552260,-12.442736,58.805679,396.829010,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1201,10.008333,6.366968,-12.850173,-1.476073,-12.473890,58.962479,396.909485,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1202,10.016667,6.367962,-13.041327,-1.419854,-12.496309,59.102940,397.000549,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1203,10.025000,6.413613,-13.210776,-1.361779,-12.504578,59.240322,397.094849,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1204,10.033333,6.410820,-13.362903,-1.342240,-12.488532,59.368790,397.180817,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1205,10.041667,6.494523,-13.477652,-1.300926,-12.414854,59.495865,397.174225,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1206,10.050000,6.509435,-13.551557,-1.294651,-12.323852,59.587627,397.188507,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1207,10.058333,6.563791,-13.604959,-1.290446,-12.197742,59.688381,397.167847,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1208,10.066667,6.567128,-13.626777,-1.310817,-12.060044,59.770752,397.200684,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1209,10.075000,6.661092,-14.587586,-1.123419,-12.070395,59.982841,398.281738,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1210,10.083333,6.738856,-15.355522,-0.971862,-12.078936,60.152470,399.146240,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1211,10.091667,6.738857,-15.355525,-0.971862,-12.078936,60.152470,399.146240,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1212,10.100000,6.738857,-15.355525,-0.971862,-12.078936,60.152470,399.146240,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1213,10.108333,6.738857,-15.355525,-0.971862,-12.078936,60.152470,399.146240,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1214,10.116667,6.738857,-15.355525,-0.971862,-12.078936,60.152470,399.146240,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1215,10.125000,6.738857,-15.355525,-0.971862,-12.078936,60.152470,399.146240,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1216,10.133333,6.738857,-15.355525,-0.971862,-12.078936,60.152470,399.146240,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1217,10.141667,6.738857,-15.355525,-0.971862,-12.078936,60.152470,399.146240,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1218,10.150000,6.557226,-15.691952,-1.085114,-9.970065,60.537502,401.807739,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1219,10.158333,6.704244,-15.915648,-1.051701,-9.633931,60.641392,402.451355,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1220,10.166667,6.688558,-15.774196,-1.138281,-9.537782,60.731323,402.886047,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1221,10.175000,6.670443,-15.501487,-1.264698,-9.435178,60.830166,403.324768,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1222,10.183333,6.640046,-15.512087,-1.251318,-9.163369,60.944042,403.650848,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
1223,10.191667,7.142423,-14.084031,-1.616841,-8.301382,60.493641,400.546021,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
