Format Version,1.25,Take Name,Take 2025-06-05 03.55.40 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-06-05 03.55.41.085 PM,Capture Start Frame,158944,Total Frames in Take,4364,Total Exported Frames,4364,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,key2,key2,key2,key2,key2,key2,SyncLEDs,SyncLEDs,SyncLEDs,SyncLEDs,SyncLEDs,SyncLEDs
,ID,4ABBF7FD425E11F0B926ABA502A08FB6,4ABBF7FD425E11F0B926ABA502A08FB6,4ABBF7FD425E11F0B926ABA502A08FB6,4ABBF7FD425E11F0B926ABA502A08FB6,4ABBF7FD425E11F0B926ABA502A08FB6,4ABBF7FD425E11F0B926ABA502A08FB6,937E192C425F11F0B926ABA502A08FB6,937E192C425F11F0B926ABA502A08FB6,937E192C425F11F0B926ABA502A08FB6,937E192C425F11F0B926ABA502A08FB6,937E192C425F11F0B926ABA502A08FB6,937E192C425F11F0B926ABA502A08FB6
,Parent,,,,,,,,,,,,
,,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2046,17.050000,3.448172,-13.659555,-7.154427,-16.898552,67.779526,401.930969,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2047,17.058333,3.464588,-13.663259,-7.152680,-16.900343,67.789818,401.917389,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2048,17.066667,3.454952,-13.675367,-7.166627,-16.903694,67.795929,401.906677,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2049,17.075000,3.536490,-13.673116,-7.166109,-16.890614,67.834366,401.815857,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2050,17.083333,3.558908,-13.747456,-7.176681,-16.902845,67.867783,401.841339,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2051,17.091667,3.585299,-13.733686,-7.182076,-16.927460,67.916016,401.834595,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2052,17.100000,3.676734,-13.792427,-7.152762,-16.884060,67.959595,401.770569,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2053,17.108333,3.709717,-13.754200,-7.137127,-16.857237,67.989525,401.678528,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2054,17.116667,3.761392,-13.776833,-7.106260,-16.820190,68.015450,401.655792,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2055,17.125000,3.835304,-13.816818,-7.048121,-16.774691,68.034653,401.657013,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2056,17.133333,3.932772,-13.610718,-7.022567,-16.694046,68.002846,401.356720,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2057,17.141667,4.002459,-13.553661,-6.945071,-16.635687,68.007576,401.286987,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2058,17.150000,4.062959,-13.505064,-6.841233,-16.582455,68.027054,401.302979,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2059,17.158333,4.179607,-13.480125,-6.737596,-16.525881,68.037529,401.285187,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2060,17.166667,4.255030,-13.436336,-6.625733,-16.461876,68.036011,401.213623,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2061,17.175000,4.331113,-13.380110,-6.537270,-16.416416,68.048546,401.187317,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2062,17.183333,4.424098,-13.309452,-6.465552,-16.387589,68.059860,401.178345,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2063,17.191667,4.450305,-13.244452,-6.364523,-16.369083,68.106018,401.246277,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2064,17.200000,4.462655,-13.118289,-6.290416,-16.372953,68.144409,401.327881,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2065,17.208333,4.466146,-13.001690,-6.205473,-16.372311,68.169510,401.411499,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2066,17.216667,4.476046,-12.839558,-6.154279,-16.395964,68.186218,401.481384,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2067,17.225000,4.465406,-12.642293,-6.119365,-16.413012,68.197235,401.461548,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2068,17.233333,4.476305,-12.785526,-6.041778,-16.451710,68.242653,401.758636,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2069,17.241667,4.474934,-12.736843,-6.034897,-16.476788,68.244667,401.778503,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2070,17.250000,4.459360,-12.712475,-6.059949,-16.511116,68.238541,401.788483,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2071,17.258333,4.445735,-12.736208,-6.106921,-16.539669,68.220901,401.747833,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2072,17.266667,4.402643,-12.786724,-6.158379,-16.572098,68.200592,401.760162,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2073,17.275000,4.368936,-12.864909,-6.221836,-16.587101,68.164299,401.748077,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2074,17.283333,4.334254,-12.916800,-6.284179,-16.600487,68.139305,401.744019,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2075,17.291667,4.181206,-12.928477,-6.380513,-16.649000,68.071983,401.821869,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2076,17.300000,4.091240,-12.940263,-6.449426,-16.700489,68.025002,401.904846,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2077,17.308333,4.013706,-12.911813,-6.530142,-16.754831,67.981705,401.918152,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2078,17.316667,3.879646,-12.913823,-6.634894,-16.833145,67.930962,401.961395,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2079,17.325000,3.790217,-13.155796,-6.740645,-16.957945,67.921562,402.207855,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2080,17.333333,3.685104,-13.191671,-6.925924,-17.064528,67.884888,402.185059,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2081,17.341667,3.556679,-13.240995,-7.143785,-17.187660,67.879913,402.189636,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2082,17.350000,3.453846,-13.344797,-7.360157,-17.309122,67.872856,402.132690,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2083,17.358333,3.334704,-13.433726,-7.578006,-17.474031,67.886879,402.188477,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2084,17.366667,3.225760,-13.696414,-7.764174,-17.641087,67.927475,402.370819,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2085,17.375000,3.134376,-13.638382,-7.957763,-17.805574,67.928909,402.401764,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2086,17.383333,3.065264,-13.545540,-8.099179,-17.927698,67.909012,402.351898,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2087,17.391667,3.009696,-13.636880,-8.158697,-18.053543,67.896164,402.603912,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2088,17.400000,2.900202,-13.481518,-8.216825,-18.143589,67.859108,402.682922,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2089,17.408333,2.842853,-13.341946,-8.215509,-18.182430,67.809258,402.762726,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2090,17.416667,2.767645,-13.197950,-8.177753,-18.188238,67.742561,402.813782,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2091,17.425000,2.716996,-12.820641,-8.124163,-18.140001,67.663544,402.632660,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2092,17.433333,2.757084,-12.678727,-8.000153,-18.105249,67.646164,402.675934,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2093,17.441667,2.819555,-12.561270,-7.871777,-18.027573,67.639000,402.633240,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2094,17.450000,2.926728,-12.513979,-7.740610,-17.934008,67.649574,402.602417,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2095,17.458333,3.029709,-12.444182,-7.604524,-17.837902,67.673210,402.561310,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2096,17.466667,3.135153,-12.373511,-7.466851,-17.739431,67.724350,402.492706,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2097,17.475000,3.284294,-12.266698,-7.341089,-17.647646,67.778252,402.367584,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2098,17.483333,3.447967,-12.179978,-7.211467,-17.565315,67.844620,402.250336,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2099,17.491667,3.619808,-12.069354,-7.088213,-17.510681,67.916443,402.179077,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2100,17.500000,3.715757,-11.935853,-7.000164,-17.480968,67.965477,402.137024,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2101,17.508333,3.800800,-11.840312,-6.908271,-17.452415,67.994026,402.088409,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2102,17.516667,3.832356,-11.758097,-6.834357,-17.426935,68.011093,402.110870,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2103,17.525000,3.877445,-11.665810,-6.724483,-17.354845,67.990997,402.058533,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2104,17.533333,3.909647,-11.615950,-6.605644,-17.253920,67.967255,402.082794,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2105,17.541667,3.912189,-11.632368,-6.457537,-17.118275,67.934387,402.090057,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2106,17.550000,3.920533,-11.667770,-6.303886,-16.949263,67.893822,402.113586,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2107,17.558333,3.957363,-11.702880,-6.133974,-16.777384,67.871834,402.114227,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2108,17.566667,3.980662,-11.721060,-5.995130,-16.612696,67.855202,402.033966,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2109,17.575000,4.035224,-11.771045,-5.850855,-16.454477,67.851562,402.002747,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2110,17.583333,4.061077,-11.806089,-5.716760,-16.305218,67.866165,401.999756,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2111,17.591667,4.099370,-11.815165,-5.582777,-16.180237,67.875923,401.974854,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2112,17.600000,4.148298,-11.840870,-5.418758,-16.068905,67.899826,402.023071,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2113,17.608333,4.154312,-11.606505,-5.273475,-15.974442,67.875031,401.954376,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2114,17.616667,4.137188,-11.410810,-5.114716,-15.908116,67.850235,402.012299,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2115,17.625000,4.102934,-11.119496,-4.936931,-15.884541,67.817848,402.173340,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2116,17.633333,4.055971,-10.776500,-4.765765,-15.855156,67.776360,402.319397,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2117,17.641667,4.030929,-10.368796,-4.609782,-15.775618,67.743561,402.429535,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2118,17.650000,3.973804,-9.997816,-4.452484,-15.669519,67.723633,402.601990,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2119,17.658333,3.912988,-9.602414,-4.262035,-15.628574,67.690773,402.713776,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2120,17.666667,3.880146,-9.302851,-4.089969,-15.561081,67.663925,402.783325,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2121,17.675000,3.826193,-9.226956,-3.938032,-15.454455,67.657501,402.869781,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2122,17.683333,3.835395,-9.268152,-3.784855,-15.297582,67.644203,402.899963,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2123,17.691667,3.830188,-9.384357,-3.641615,-15.118495,67.626236,402.892059,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2124,17.700000,3.805641,-9.425698,-3.511907,-14.993557,67.621750,402.941040,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2125,17.708333,3.783285,-9.460231,-3.384683,-14.866635,67.600250,402.978516,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2126,17.716667,3.719683,-9.395851,-3.246530,-14.773650,67.565704,403.029541,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2127,17.725000,3.657718,-9.250854,-3.119456,-14.703971,67.538910,403.116333,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2128,17.733333,3.604736,-8.965571,-2.976407,-14.687978,67.554443,403.239136,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2129,17.741667,3.587504,-8.551244,-2.837140,-14.707523,67.721054,403.351135,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2130,17.750000,3.531783,-8.133810,-2.687030,-14.760736,67.820000,403.448120,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2131,17.758333,3.459430,-7.809153,-2.553421,-14.775949,67.803604,403.583954,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2132,17.766667,3.332684,-7.538804,-2.453365,-14.798817,67.751236,403.721130,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2133,17.775000,3.231272,-7.320966,-2.368975,-14.819111,67.790184,403.830627,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2134,17.783333,3.157126,-7.024068,-2.298658,-14.910235,67.966393,403.956573,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2135,17.791667,3.132171,-6.624717,-2.250634,-15.017694,68.254440,403.993774,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2136,17.800000,3.151497,-6.387538,-2.220159,-15.083024,68.652702,404.039154,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2137,17.808333,3.141638,-6.334237,-2.191658,-15.092960,69.043388,404.005035,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2138,17.816667,3.180995,-6.327756,-2.177461,-15.129379,69.361992,403.977539,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2139,17.825000,3.219735,-6.406703,-2.171190,-15.152950,69.817848,403.927277,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2140,17.833333,3.306708,-6.548943,-2.181388,-15.170189,70.359047,403.835052,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2141,17.841667,3.345314,-6.722064,-2.200545,-15.178260,70.892982,403.721802,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2142,17.850000,3.477287,-6.905563,-2.228783,-15.198410,71.455154,403.580231,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2143,17.858333,3.512077,-7.091979,-2.296893,-15.241450,72.014946,403.508087,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2144,17.866667,3.622778,-7.199722,-2.368206,-15.227471,72.488319,403.381500,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2145,17.875000,3.678389,-7.108730,-2.453818,-15.318566,72.762993,403.348694,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2146,17.883333,3.717666,-6.872983,-2.494376,-15.458789,72.965408,403.365753,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2147,17.891667,3.665159,-6.584983,-2.501492,-15.561686,73.056778,403.428406,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2148,17.900000,3.549286,-6.442554,-2.442708,-15.565181,73.044708,403.530701,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2149,17.908333,3.446386,-6.401918,-2.346714,-15.492296,73.080078,403.626343,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2150,17.916667,3.385778,-6.261154,-2.264219,-15.488753,73.273849,403.698547,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2151,17.925000,3.347206,-6.174333,-2.200544,-15.464244,73.441315,403.703522,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2152,17.933333,3.313491,-6.280566,-2.141860,-15.363891,73.501770,403.710571,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2153,17.941667,3.295267,-6.373258,-2.085343,-15.280299,73.519783,403.714600,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2154,17.950000,3.296792,-6.371459,-2.049973,-15.247994,73.577431,403.742584,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2155,17.958333,3.266268,-6.384496,-2.023008,-15.223044,73.604088,403.785797,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2156,17.966667,3.188816,-6.403672,-2.028149,-15.221311,73.599678,403.849609,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2157,17.975000,3.153475,-6.377494,-2.046472,-15.242236,73.607956,403.891235,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2158,17.983333,3.091771,-6.326959,-2.094676,-15.306699,73.585869,403.961395,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2159,17.991667,3.033489,-6.264781,-2.162624,-15.388269,73.550850,404.039307,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2160,18.000000,2.980112,-6.185094,-2.255651,-15.458764,73.499817,404.057159,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2161,18.008333,2.948873,-6.145813,-2.337357,-15.537401,73.446854,404.097565,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2162,18.016667,2.909993,-6.035793,-2.418725,-15.636863,73.388077,404.123962,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2163,18.025000,2.866009,-5.903171,-2.486428,-15.777569,73.371490,404.234985,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2164,18.033333,2.794604,-5.794580,-2.554142,-15.855910,73.325455,404.251709,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2165,18.041667,2.765053,-5.733353,-2.601065,-15.915740,73.316887,404.285767,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2166,18.050000,2.724843,-5.671339,-2.625262,-15.954295,73.309052,404.307098,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2167,18.058333,2.700937,-5.590703,-2.615996,-15.989993,73.318459,404.340576,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2168,18.066667,2.682579,-5.468484,-2.573483,-16.013084,73.336807,404.376740,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2169,18.075000,2.688434,-5.311865,-2.514894,-16.019308,73.364098,404.384552,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2170,18.083333,2.682495,-5.217788,-2.458149,-16.018923,73.374817,404.393280,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2171,18.091667,2.676125,-5.163371,-2.372911,-15.997363,73.394920,404.433350,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2172,18.100000,2.680770,-5.087409,-2.290547,-15.956793,73.394234,404.439453,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2173,18.108333,2.687491,-4.998055,-2.199242,-15.919316,73.381836,404.435150,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2174,18.116667,2.723432,-4.813344,-2.123033,-15.867267,73.371307,404.432739,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2175,18.125000,2.725895,-4.482120,-2.072835,-15.855504,73.350807,404.458313,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2176,18.133333,2.755489,-4.033607,-2.018599,-15.900409,73.344490,404.492798,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2177,18.141667,2.805913,-3.437730,-1.947125,-15.994772,73.341110,404.474579,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2178,18.150000,2.854908,-2.714886,-1.896057,-16.159351,73.350662,404.486511,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2179,18.158333,2.934286,-1.837265,-1.878376,-16.380102,73.425323,404.495087,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2180,18.166667,3.019125,-0.891585,-1.853384,-16.659145,73.586525,404.479614,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2181,18.175000,3.127924,0.117994,-1.854724,-16.998791,73.856712,404.500885,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2182,18.183333,3.268698,1.028529,-1.873048,-17.292852,74.302017,404.501923,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2183,18.191667,3.453117,1.850896,-1.941028,-17.515600,74.823143,404.370056,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2184,18.200000,3.644375,2.405781,-2.047070,-17.713097,75.396843,404.324890,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2185,18.208333,3.848754,2.681637,-2.151475,-17.881514,76.106262,404.191498,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2186,18.216667,4.098617,2.700151,-2.274204,-17.985283,76.917404,403.990845,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2187,18.225000,4.395339,2.453518,-2.399583,-18.037914,77.828247,403.755676,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2188,18.233333,4.599907,2.292639,-2.520559,-18.126719,78.708839,403.526459,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2189,18.241667,4.809175,2.291510,-2.646347,-18.239147,79.506821,403.376862,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2190,18.250000,5.129043,2.509003,-2.741565,-18.434322,80.242844,403.241058,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2191,18.258333,5.194561,3.008609,-2.824940,-18.750324,80.973679,403.239044,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2192,18.266667,5.287039,3.646032,-2.910855,-19.039608,81.745857,403.244568,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2193,18.275000,5.346565,4.280557,-2.986346,-19.275890,82.467865,403.282745,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2194,18.283333,5.409164,4.745050,-3.054181,-19.450689,83.115700,403.340729,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2195,18.291667,5.540520,4.860103,-3.125357,-19.474363,83.662354,403.341003,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2196,18.300000,5.678039,4.760596,-3.196117,-19.470396,84.232971,403.293945,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2197,18.308333,5.630831,4.623580,-3.269489,-19.467695,84.852196,403.235535,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2198,18.316667,5.601466,4.309070,-3.340238,-19.398138,85.430229,403.155975,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2199,18.325000,5.581937,4.082106,-3.434403,-19.375189,85.901726,403.119812,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2200,18.333333,5.860957,3.841395,-3.480035,-19.408791,86.463135,403.193542,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2201,18.341667,5.868537,3.566442,-3.512023,-19.338669,86.769569,403.117218,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2202,18.350000,5.561257,3.172709,-3.483827,-19.227736,86.839211,403.112061,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2203,18.358333,5.491445,2.839305,-3.460643,-19.114136,86.975258,403.111725,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2204,18.366667,5.657741,2.497250,-3.421556,-18.970499,87.129288,403.019867,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2205,18.375000,5.424593,2.164884,-3.397344,-18.837593,87.056488,403.026276,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2206,18.383333,5.482859,1.769813,-3.375953,-18.735666,87.092155,403.066833,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2207,18.391667,5.439333,1.415160,-3.379694,-18.619259,87.031525,403.086334,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2208,18.400000,5.364657,1.058539,-3.374722,-18.514879,86.987282,403.088898,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2209,18.408333,5.217505,0.647309,-3.380064,-18.378056,86.949104,403.070099,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2210,18.416667,4.912913,0.283597,-3.403979,-18.299404,86.856483,403.165253,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2211,18.425000,4.885171,-0.264319,-3.393789,-18.140001,86.858688,403.143799,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2212,18.433333,4.917904,-0.920159,-3.378955,-17.921717,86.893044,403.080353,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2213,18.441667,4.764230,-1.463647,-3.366087,-17.754681,86.866806,403.074463,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2214,18.450000,4.822225,-1.962671,-3.324167,-17.526791,86.902252,402.979065,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2215,18.458333,4.923463,-2.232873,-3.264610,-17.417358,86.959373,403.007751,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2216,18.466667,4.915650,-2.344830,-3.191995,-17.320744,86.939201,402.967651,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2217,18.475000,4.866590,-2.516235,-3.099373,-17.204676,86.904602,402.975067,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2218,18.483333,4.817481,-2.767370,-2.996853,-17.084749,86.887634,403.087433,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2219,18.491667,4.769547,-3.038478,-2.912112,-16.959440,86.864876,403.190155,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2220,18.500000,4.749611,-3.382041,-2.847730,-16.757524,86.832840,403.157440,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2221,18.508333,4.772612,-3.810708,-2.789161,-16.532902,86.811623,403.145294,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2222,18.516667,4.568971,-4.283392,-2.760851,-16.290751,86.713326,403.121368,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2223,18.525000,4.375176,-4.707633,-2.699388,-16.086905,86.630814,403.101288,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
2224,18.533333,4.228179,-4.979964,-2.625444,-15.743699,86.412788,402.493164,6.652962,-3.651493,-8.977588,1.638925,-80.756882,710.263977
