Time, Fx, Fy, Fz, Tx, Ty, Tz
17:03:06.452613,-28.067858174763696,-22.28918149172411,57.78676683039584,0.6848697846264756,0.20726322429485447,-0.2703433360367667
17:03:06.728595,-0.4127626202171122,-0.0,-5.365914062822469,0.009011444534558932,0.027034333603676658,0.027034333603676658
17:03:06.728595,0.4127626202171122,-0.4127626202171122,0.0,-0.0,-0.0,-0.009011444534558904
17:03:06.733004,-0.4127626202171122,-0.0,1.23828786065134,-0.0,-0.0,0.009011444534558904
17:03:06.733004,-0.0,-0.0,0.41276262021711574,-0.0,-0.009011444534558877,-0.009011444534558904
17:03:06.736475,-0.0,0.4127626202171122,0.0,-0.009011444534558932,-0.0,0.0
17:03:06.736475,-0.0,-0.0,-0.41276262021711574,-0.0,-0.0,0.0
17:03:06.743024,0.4127626202171122,-0.4127626202171122,0.41276262021711574,0.009011444534558932,-0.0,0.009011444534558904
17:03:06.747074,-0.0,0.4127626202171122,0.41276262021710863,-0.009011444534558932,-0.0,0.0
17:03:06.747875,-0.0,-0.0,-0.8255252404342244,-0.0,-0.009011444534558904,-0.009011444534558904
17:03:06.747875,-0.4127626202171122,-0.0,0.41276262021711574,0.009011444534558932,0.009011444534558904,0.0
17:03:06.747875,-0.0,-0.4127626202171122,0.0,-0.0,-0.0,0.01802288906911781
17:03:06.753117,0.4127626202171122,-0.0,-0.41276262021711574,-0.0,0.009011444534558877,-0.009011444534558904
17:03:06.757155,-0.0,0.4127626202171122,-0.41276262021711574,-0.0,-0.01802288906911778,-0.009011444534558904
17:03:06.760946,-0.0,-0.4127626202171122,0.8255252404342315,-0.0,0.009011444534558904,0.0
17:03:06.763464,-0.4127626202171122,-0.0,-0.8255252404342315,-0.009011444534558932,0.009011444534558877,0.009011444534558904
17:03:06.763464,-0.0,-0.0,0.8255252404342315,0.009011444534558932,-0.009011444534558877,-0.009011444534558904
17:03:06.763464,0.4127626202171122,-0.0,-0.8255252404342315,-0.009011444534558932,-0.0,0.0
17:03:06.769113,-0.4127626202171122,0.4127626202171122,0.41276262021711574,-0.0,-0.0,0.0
17:03:06.781221,0.4127626202171122,-0.4127626202171122,0.0,0.009011444534558932,0.009011444534558877,0.009011444534558904
17:03:06.782650,-0.0,0.4127626202171122,0.41276262021711574,-0.0,-0.009011444534558877,-0.009011444534558904
17:03:06.783741,-0.0,-0.0,-0.41276262021711574,-0.009011444534558932,-0.009011444534558904,0.0
17:03:06.787513,-0.0,-0.0,0.0,-0.0,-0.0,0.0
17:03:06.789532,-0.0,-0.4127626202171122,0.41276262021711574,0.009011444534558932,0.009011444534558904,0.009011444534558904
17:03:06.791553,-0.4127626202171122,-0.0,0.0,-0.0,-0.0,-0.009011444534558904
17:03:06.796168,0.4127626202171122,-0.0,0.0,-0.0,-0.0,0.0
17:03:06.798188,-0.4127626202171122,0.4127626202171122,-0.41276262021711574,-0.009011444534558932,-0.0,0.0
17:03:06.798188,-0.0,-0.8255252404342244,0.41276262021711574,-0.0,0.009011444534558877,0.009011444534558904
17:03:06.802064,-0.0,0.4127626202171122,-0.41276262021711574,0.009011444534558932,-0.0,-0.009011444534558904
17:03:06.803080,0.4127626202171122,0.4127626202171122,0.0,-0.009011444534558932,-0.01802288906911778,0.0
17:03:06.806405,-0.4127626202171122,-0.0,0.0,-0.0,0.009011444534558904,0.0
17:03:06.809834,0.4127626202171122,-0.0,0.41276262021711574,0.009011444534558932,-0.0,0.0
17:03:06.819826,-0.0,-0.4127626202171122,0.0,-0.0,-0.0,0.0
17:03:06.821841,-0.4127626202171122,0.4127626202171122,-0.8255252404342315,-0.0,-0.009011444534558904,0.0
17:03:06.822376,-0.0,-0.0,0.8255252404342315,-0.0,0.009011444534558904,0.0
17:03:06.834551,-0.0,0.4127626202171122,0.0,-0.0,-0.0,0.009011444534558904
17:03:06.851962,-0.0,-0.8255252404342244,0.0,-0.0,-0.0,0.0
17:03:06.883138,0.4127626202171122,-0.0,0.0,-0.0,-0.0,-0.009011444534558904
17:03:06.883138,-0.4127626202171122,0.4127626202171122,-0.41276262021711574,-0.009011444534558932,-0.0,0.0
17:03:06.883138,-0.0,-0.4127626202171122,0.41276262021711574,0.009011444534558932,-0.0,0.009011444534558904
17:03:06.909198,-0.0,-0.0,0.0,-0.0,-0.0,-0.009011444534558904
17:03:06.909198,0.4127626202171122,0.4127626202171122,-0.41276262021711574,-0.009011444534558932,-0.009011444534558904,0.0
17:03:06.917062,-0.0,-0.4127626202171122,-0.41276262021711574,-0.0,0.009011444534558904,0.0
17:03:06.942807,-0.0,-0.0,0.41276262021711574,0.009011444534558932,0.009011444534558877,0.0
17:03:06.946931,-0.4127626202171122,-0.0,0.41276262021711574,-0.0,-0.009011444534558877,0.0
17:03:06.976086,-0.0,0.4127626202171122,-0.41276262021711574,-0.009011444534558932,-0.0,0.0
17:03:06.981629,0.4127626202171122,-0.0,0.0,-0.0,-0.009011444534558904,0.0
17:03:06.983648,-0.4127626202171122,-0.4127626202171122,0.41276262021711574,0.009011444534558932,0.009011444534558904,0.01802288906911781
17:03:07.006015,-0.0,-0.0,0.0,-0.0,-0.0,-0.01802288906911781
17:03:07.008723,0.4127626202171122,-0.0,0.41276262021710863,-0.009011444534558932,-0.0,0.009011444534558904
17:03:07.010738,-0.0,0.4127626202171122,-0.8255252404342244,-0.0,-0.009011444534558904,-0.009011444534558904
17:03:07.022383,-0.0,-0.4127626202171122,0.41276262021711574,0.009011444534558932,0.009011444534558904,0.009011444534558904
17:03:07.038871,-0.4127626202171122,-0.0,-0.41276262021711574,-0.009011444534558932,-0.0,0.0
17:03:07.068912,0.4127626202171122,0.4127626202171122,0.0,-0.0,-0.009011444534558904,-0.009011444534558904
17:03:07.079101,-0.0,-0.0,-0.41276262021711574,0.009011444534558932,-0.0,0.0
17:03:07.085758,-0.0,-0.0,0.8255252404342315,-0.0,0.009011444534558904,0.0
17:03:07.107190,-0.0,-0.4127626202171122,-0.8255252404342315,-0.009011444534558932,-0.0,0.009011444534558904
17:03:07.113565,-0.0,-0.0,0.8255252404342315,0.009011444534558932,-0.0,0.0
17:03:07.116572,-0.0,-0.0,0.0,-0.0,-0.0,-0.009011444534558904
17:03:07.129798,-0.4127626202171122,-0.0,0.0,-0.0,-0.0,0.01802288906911781
17:03:07.129798,-0.0,-0.0,0.0,-0.0,-0.0,-0.009011444534558904
17:03:07.161639,0.4127626202171122,-0.0,0.0,-0.0,-0.0,-0.009011444534558904
17:03:07.161639,-0.0,0.4127626202171122,-0.8255252404342315,-0.0,-0.009011444534558904,0.0
17:03:07.166549,-0.0,-0.0,0.8255252404342315,-0.0,0.009011444534558904,-0.009011444534558877
17:03:07.178145,-0.4127626202171122,-0.4127626202171122,0.0,-0.0,-0.0,0.01802288906911778
17:03:07.195248,0.4127626202171122,0.4127626202171122,-0.41276262021711574,-0.009011444534558932,-0.009011444534558904,-0.009011444534558904
17:03:07.195248,-0.4127626202171122,-0.0,0.0,-0.0,0.009011444534558904,0.0
17:03:07.226038,0.4127626202171122,-0.4127626202171122,0.41276262021711574,0.009011444534558932,-0.0,0.0
17:03:07.227916,-0.4127626202171122,-0.0,0.0,-0.0,-0.0,0.009011444534558904
17:03:07.251772,-0.0,-0.0,0.41276262021710863,-0.009011444534558932,-0.0,0.0
17:03:07.258797,0.4127626202171122,-0.0,-0.41276262021710863,0.009011444534558932,-0.0,-0.009011444534558904
17:03:07.259794,-0.4127626202171122,0.4127626202171122,0.0,-0.0,-0.0,0.009011444534558904
17:03:07.284260,-0.0,-0.4127626202171122,-0.41276262021711574,-0.009011444534558932,-0.0,0.0
17:03:07.284260,0.4127626202171122,-0.0,0.41276262021711574,0.009011444534558932,-0.0,-0.009011444534558904
17:03:07.317759,-0.4127626202171122,0.4127626202171122,-0.41276262021711574,-0.009011444534558932,-0.0,0.0
17:03:07.317759,0.4127626202171122,-0.4127626202171122,0.41276262021711574,0.009011444534558932,-0.0,0.0
17:03:07.317759,-0.4127626202171122,0.4127626202171122,0.41276262021710863,-0.009011444534558932,-0.0,0.009011444534558904
17:03:07.350185,0.4127626202171122,-0.4127626202171122,-0.41276262021710863,0.009011444534558932,-0.0,-0.009011444534558904
17:03:07.350185,-0.0,0.4127626202171122,-0.41276262021711574,-0.009011444534558932,-0.009011444534558904,0.0
17:03:07.350185,-0.0,-0.0,0.0,-0.0,-0.0,-0.009011444534558877
17:03:07.374293,-0.4127626202171122,-0.4127626202171122,0.0,0.009011444534558932,0.01802288906911778,0.01802288906911778
17:03:07.383106,-0.0,-0.4127626202171122,0.41276262021711574,-0.009011444534558932,-0.009011444534558877,0.0
17:03:07.407811,0.4127626202171122,0.4127626202171122,0.0,0.009011444534558932,-0.0,-0.009011444534558904
17:03:07.407811,-0.4127626202171122,0.4127626202171122,-0.41276262021711574,-0.009011444534558932,-0.0,0.0
17:03:07.415758,-0.0,-0.4127626202171122,0.0,-0.0,-0.0,0.009011444534558904
17:03:07.425591,0.4127626202171122,-0.0,0.41276262021711574,0.009011444534558932,-0.0,-0.009011444534558904
17:03:07.439980,-0.0,0.4127626202171122,-0.41276262021711574,-0.009011444534558932,-0.009011444534558904,0.0
17:03:07.439980,-0.4127626202171122,-0.0,0.41276262021711574,0.009011444534558932,0.009011444534558904,0.0
17:03:07.472868,-0.0,-0.0,0.0,-0.0,-0.0,0.009011444534558904
17:03:07.472868,0.4127626202171122,-0.4127626202171122,-0.41276262021711574,-0.009011444534558932,-0.009011444534558904,0.0
17:03:07.506108,-0.0,0.4127626202171122,0.0,-0.0,-0.0,-0.009011444534558904
17:03:07.507199,-0.0,-0.4127626202171122,0.8255252404342244,-0.0,0.009011444534558904,0.0
17:03:07.508833,-0.4127626202171122,-0.0,-0.41276262021710863,0.009011444534558932,-0.0,0.009011444534558904
17:03:07.530974,-0.0,-0.0,-0.41276262021711574,-0.0,0.009011444534558877,-0.009011444534558904
17:03:07.538728,0.4127626202171122,-0.0,0.8255252404342244,-0.0,-0.009011444534558877,0.0
17:03:07.541753,-0.4127626202171122,0.4127626202171122,-0.8255252404342244,-0.009011444534558932,-0.0,0.0
17:03:07.567234,-0.0,-0.4127626202171122,0.8255252404342244,-0.0,-0.0,0.009011444534558904
17:03:07.596433,0.4127626202171122,-0.0,-0.41276262021710863,0.009011444534558932,-0.0,-0.009011444534558904
17:03:07.622640,-0.4127626202171122,0.4127626202171122,-0.41276262021711574,-0.009011444534558932,-0.0,0.0
17:03:07.633129,0.4127626202171122,-0.4127626202171122,0.8255252404342244,-0.0,-0.0,0.0
17:03:07.643927,-0.4127626202171122,0.4127626202171122,-0.41276262021710863,0.009011444534558932,-0.0,0.009011444534558904
17:03:07.648986,0.4127626202171122,-0.4127626202171122,-0.41276262021711574,-0.009011444534558932,-0.009011444534558904,0.0
17:03:07.660394,0.41276262021711574,-0.0,0.41276262021711574,0.009011444534558932,-0.0,-0.009011444534558904
17:03:07.664677,-0.8255252404342279,0.4127626202171122,0.0,-0.0,0.009011444534558904,0.0
17:03:07.666695,-0.0,-0.4127626202171122,-0.41276262021711574,-0.0,0.009011444534558877,0.0
17:03:07.669949,-0.0,-0.0,0.41276262021711574,-0.0,-0.009011444534558877,0.0
17:03:07.690159,-0.0,0.4127626202171122,-0.41276262021711574,-0.009011444534558932,-0.0,0.0
17:03:07.690159,-0.0,-0.0,0.0,-0.0,-0.0,0.0
17:03:07.690159,0.4127626202171122,-0.4127626202171122,0.41276262021711574,0.009011444534558932,-0.0,0.0
17:03:07.722097,-0.0,-0.0,0.0,-0.0,-0.0,0.0
17:03:07.725565,-0.4127626202171122,0.4127626202171122,-0.41276262021711574,-0.009011444534558932,-0.0,0.0
17:03:07.725565,0.4127626202171122,-0.4127626202171122,0.41276262021711574,0.009011444534558932,-0.0,0.0
17:03:07.747446,-0.4127626202171122,0.4127626202171122,0.0,-0.0,-0.0,0.01802288906911781
17:03:07.754508,-0.0,-0.4127626202171122,-0.41276262021711574,-0.0,0.009011444534558877,-0.009011444534558904
17:03:07.779590,0.4127626202171122,-0.0,0.0,-0.0,-0.009011444534558877,-0.009011444534558904
17:03:07.779590,-0.0,0.4127626202171122,-0.41276262021711574,-0.0,-0.009011444534558904,0.0
17:03:07.787812,-0.4127626202171122,-0.8255252404342244,0.41276262021711574,-0.009011444534558932,0.01802288906911778,0.009011444534558904
17:03:07.815129,-0.0,0.4127626202171122,0.41276262021711574,0.009011444534558932,-0.009011444534558877,-0.009011444534558904
